,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.175,0.101,0.193,-0.045,0.035,-0.025,-0.223,-0.142,-0.008,0.344,0.356,-0.116,-0.153,,0.154,
1995-01-01,0.102,0.027,0.046,-0.023,0.157,0.036,-0.028,-0.052,0.078,0.265,0.208,-0.205,-0.22,,0.184,
2000-01-01,-0.011,-0.05,-0.134,0.009,0.064,-0.055,-0.042,0.062,0.13,0.011,0.066,-0.091,-0.137,,0.041,
2005-01-01,-0.131,-0.007,-0.171,-0.03,-0.012,-0.026,-0.012,0.13,-0.07,-0.066,-0.133,0.05,0.136,,-0.221,
2010-01-01,-0.115,-0.025,-0.038,0.031,-0.091,0.068,0.183,-0.026,0.008,-0.244,-0.241,0.147,0.16,,-0.159,
2015-01-01,-0.019,-0.046,0.104,0.058,-0.154,0.002,0.122,0.027,-0.138,-0.311,-0.257,0.214,0.215,,,
2020-01-01,0.202,0.06,0.252,0.065,-0.08,0.106,0.291,0.114,-0.163,-0.53,-0.132,0.191,0.231,,,
2025-01-01,0.368,0.065,0.292,0.109,0.02,0.136,0.398,0.338,0.012,-0.809,-0.141,0.208,0.166,,,
2030-01-01,0.331,0.061,0.167,0.076,0.032,0.113,0.266,0.587,-0.026,-0.902,-0.201,0.263,0.353,,,
2035-01-01,0.302,0.053,0.108,0.258,0.097,0.066,0.453,0.717,0.008,-0.961,-0.382,0.318,0.469,,,
2040-01-01,0.298,0.036,0.121,0.425,0.27,0.103,0.451,0.81,0.14,-0.744,-0.463,0.394,0.542,,,
2045-01-01,0.253,0.056,0.168,0.426,0.26,-0.022,0.441,0.82,0.171,-0.655,-0.499,0.306,0.446,,,
2050-01-01,0.388,0.19,0.293,0.456,0.31,0.068,0.499,0.841,0.333,-0.508,-0.461,0.242,0.458,,,
