,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.045,0.024,1.036,0.777,0.777,1.795,0.841,-0.8,0.694,0.549,0.602,0.986,0.693,,-0.601,
1995-01-01,0.093,0.542,0.417,1.272,0.185,1.114,0.836,-0.014,0.606,-0.113,-0.201,-0.031,0.206,,-0.444,
2000-01-01,0.277,-0.141,-0.005,0.517,-0.164,0.453,0.687,-0.265,0.021,0.053,-0.577,-0.269,0.159,,-0.052,
2005-01-01,0.284,-0.111,-0.223,-0.291,-0.33,-0.204,0.266,0.224,0.4,0.474,-0.35,0.155,-0.537,,0.53,
2010-01-01,-0.189,-0.145,-0.484,-0.564,-0.101,-1.202,-0.965,0.826,-0.572,-0.097,-0.002,-0.624,-0.22,,0.567,
2015-01-01,-0.509,-0.17,-0.741,-1.711,-0.366,-1.957,-1.664,0.03,-1.149,-0.865,0.528,-0.217,-0.302,,,
2020-01-01,-0.501,0.195,-1.728,-2.566,-1.509,-2.438,-1.429,-0.079,-0.32,-1.086,0.696,-0.867,-0.273,,,
2025-01-01,-0.342,-0.291,-3.111,-3.39,-2.895,-2.837,-0.751,-0.413,-0.842,-1.584,0.262,-0.841,0.543,,,
2030-01-01,0.031,-0.275,-4.512,-4.163,-4.311,-3.398,0.101,-0.899,-0.007,-1.337,-0.484,-0.412,0.168,,,
2035-01-01,-0.561,-0.337,-5.4,-4.315,-5.155,-3.944,0.468,-0.6,-0.054,-0.485,-0.88,-0.29,0.321,,,
2040-01-01,-1.09,-0.527,-7.142,-5.016,-6.454,-4.548,-0.049,-0.183,-1.371,-0.697,-1.429,-0.12,-0.347,,,
2045-01-01,-1.191,-0.507,-8.501,-5.211,-7.875,-5.095,-0.85,-0.011,-1.412,-1.075,-1.653,-0.412,-0.686,,,
2050-01-01,-0.93,-1.023,-9.215,-5.811,-8.838,-5.501,-1.714,0.038,-1.886,-1.576,-1.411,-0.446,-0.747,,,
