,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,-0.221,-0.118,-0.17,0.2,-0.701,-0.199,-0.35,-0.104,-0.148,0.165,-1.267,-0.135,0.347,0.301,,
2010-01-01,0.122,0.284,-0.177,0.027,0.541,0.03,-0.082,-0.279,-0.116,0.013,0.033,0.129,-0.326,-0.046,,
2015-01-01,0.099,-0.166,0.347,-0.227,0.16,0.169,0.432,0.383,0.264,-0.178,1.233,0.006,-0.021,-0.255,,
2020-01-01,-0.321,-0.457,0.578,-0.237,-0.591,0.829,0.741,-0.016,0.618,0.322,0.675,-0.367,1.532,,,
2025-01-01,-0.713,-0.117,0.656,-0.491,-0.967,1.261,0.693,-0.199,0.827,0.278,1.101,0.79,2.022,,,
2030-01-01,-0.3,0.071,0.795,0.403,-0.869,1.272,0.78,0.53,1.103,0.485,1.598,1.12,1.572,,,
2035-01-01,-0.143,0.063,0.684,1.089,-0.837,1.139,0.596,0.39,0.839,0.668,1.403,0.187,1.823,,,
2040-01-01,-0.115,-0.083,0.263,0.463,-0.992,1.382,0.41,0.035,0.671,0.474,1.117,-0.075,1.622,,,
2045-01-01,0.166,-0.683,-0.338,-0.022,-0.979,1.132,0.686,0.245,0.827,0.437,1.289,-0.496,1.024,,,
2050-01-01,-0.188,-0.763,-0.063,-0.382,-1.352,0.713,0.799,0.539,0.602,0.437,1.485,-0.041,2.051,,,
2055-01-01,-0.854,-0.612,-0.301,-0.5,-1.765,0.836,0.595,0.371,0.327,-0.144,1.046,0.094,2.578,,,
