,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,-18.43,-15.105,-14.853,-14.814,-14.62,-15.77,-13.966,-17.428,-18.268,-15.631,-15.282,,-16.362,
1990-01-01,,,-15.589,-15.333,-14.853,-14.814,-14.62,-15.77,-13.966,-17.428,-18.268,-14.181,-12.584,,-16.362,
1995-01-01,,,-15.512,-15.333,-13.641,-14.584,-12.706,-14.049,-16.552,-14.934,-12.499,-13.737,-15.146,,-16.224,
2000-01-01,,,-13.432,-13.938,-11.975,-14.584,-14.882,-14.161,-16.552,-14.238,-12.499,-13.737,-15.146,,-16.224,
2005-01-01,,,-12.733,-13.938,-13.265,-14.186,-14.882,-14.161,-15.933,-12.042,-11.21,-14.944,-12.415,,-10.462,
2010-01-01,,,-12.733,-13.591,-16.121,-13.335,-14.78,-13.459,-10.586,-12.064,-14.042,-14.944,-15.128,,-12.293,
2015-01-01,,,-12.4,-13.591,-16.121,-14.512,-14.337,-13.459,-13.272,-12.694,-14.042,-13.654,-15.128,,-12.901,
2020-01-01,-13.048,-11.249,-12.4,-10.647,-11.422,-14.512,-12.524,-15.176,-13.272,-12.694,-10.065,-11.921,-12.047,,,
2025-01-01,-10.189,-13.745,-11.799,-11.228,-12.207,-12.31,-11.696,-15.176,-12.36,-10.281,-9.885,-12.467,-10.74,,,
2030-01-01,-12.701,-13.745,-12.248,-11.228,-12.968,-12.749,-10.302,-11.672,-10.894,-14.578,-8.769,-12.467,-9.235,,,
2035-01-01,-12.701,-12.458,-12.248,-9.507,-12.968,-12.749,-10.414,-12.652,-10.917,-14.578,-8.769,-10.973,-9.235,,,
2040-01-01,-11.43,-10.02,-11.607,-9.507,-9.487,-11.608,-10.414,-12.652,-15.319,-13.012,-12.879,-10.973,-7.909,,,
2045-01-01,-11.43,-8.199,-11.894,-8.847,-12.178,-11.53,-11.261,-9.813,-15.319,-10.371,-12.879,-10.308,-7.909,,,
2050-01-01,-10.58,-10.696,-11.894,-9.372,-12.178,-11.982,-11.261,-15.635,-8.707,-10.371,-8.433,-9.947,-11.063,,,
2055-01-01,-8.728,-10.696,-10.412,-9.372,-7.981,-11.982,-7.468,-15.635,-11.699,-9.849,-6.003,-9.947,-11.063,,,
