,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.732,-0.685,-0.702,-1.048,-0.509,-0.61,-0.278,-0.352,-0.497,-0.285,-0.586,-0.532,-0.842,,-0.321,
1995-01-01,-0.328,-0.417,-0.414,-0.679,-0.46,-0.491,-0.38,-0.178,-0.291,-0.416,-0.406,-0.268,-0.451,,-0.201,
2000-01-01,-0.076,-0.1,-0.08,-0.287,-0.209,-0.056,-0.254,0.024,-0.067,-0.153,-0.237,-0.068,-0.126,,0.005,
2005-01-01,0.199,0.137,0.346,0.262,0.115,0.206,0.055,0.144,0.116,-0.054,0.121,0.06,0.082,,0.166,
2010-01-01,0.405,0.431,0.373,0.594,0.468,0.342,0.198,0.176,0.224,0.287,0.414,0.325,0.484,,0.35,
2015-01-01,0.532,0.634,0.476,1.156,0.594,0.608,0.659,0.186,0.515,0.621,0.694,0.483,0.854,,,
2020-01-01,0.682,0.83,0.621,1.428,0.733,0.778,0.841,0.272,0.767,0.629,1.074,0.687,1.165,,,
2025-01-01,0.894,0.988,0.591,1.724,0.756,1.031,0.99,0.633,1.022,0.975,1.524,1.091,1.514,,,
2030-01-01,1.109,1.168,0.846,2.073,0.949,1.303,1.13,0.925,1.303,0.992,1.769,1.267,1.958,,,
2035-01-01,1.345,1.491,0.899,2.344,1.265,1.641,1.223,1.344,1.532,1.247,1.912,1.506,2.03,,,
2040-01-01,1.738,1.588,1.132,2.726,1.652,1.716,1.472,1.707,1.534,1.451,2.142,1.623,2.315,,,
2045-01-01,1.955,1.879,1.734,2.864,2.006,2.045,1.816,1.881,1.754,1.59,2.156,1.744,2.948,,,
2050-01-01,2.315,2.16,2.095,3.059,2.309,2.413,2.067,2.174,1.92,1.773,2.402,2.105,3.239,,,
