,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.671,0.376,-0.21,-0.337,-0.025,0.562,-0.094,0.568,-0.08,0.796,0.312,0.104,0.342,,-0.248,
1995-01-01,0.628,0.538,-0.196,-0.287,0.002,0.42,-0.031,-0.089,-0.11,0.265,0.275,0.046,-0.103,,0.366,
2000-01-01,-0.057,0.289,-0.111,-0.2,0.039,-0.056,0.024,0.204,-0.163,0.044,-0.037,0.055,0.037,,0.231,
2005-01-01,-0.281,-0.032,-0.09,0.075,-0.089,-0.294,0.107,-0.016,-0.081,-0.251,-0.198,-0.107,0.004,,-0.002,
2010-01-01,-0.55,-0.405,0.265,0.205,-0.057,-0.249,0.087,-0.367,0.176,-0.369,-0.132,-0.074,-0.209,,-0.348,
2015-01-01,-0.411,-0.765,0.343,0.544,0.13,-0.383,-0.094,-0.299,0.257,-0.485,-0.221,-0.024,-0.072,,,
2020-01-01,-0.291,-1.033,0.518,0.916,0.42,-0.469,-0.023,-0.33,0.573,-0.892,-0.33,-0.489,-0.591,,,
2025-01-01,-0.448,-1.004,0.546,0.789,0.625,-0.642,-0.05,0.219,0.531,-1.394,-0.339,-0.296,-0.713,,,
2030-01-01,-0.551,-1.162,0.369,0.721,0.56,-0.87,-0.105,0.325,0.192,-1.83,-0.504,-0.398,-0.543,,,
2035-01-01,-0.905,-1.262,0.358,0.734,0.554,-0.86,0.318,0.653,0.277,-1.849,-0.837,-0.814,-0.581,,,
2040-01-01,-0.779,-1.249,0.484,0.728,0.587,-0.795,0.249,0.71,0.194,-1.76,-0.799,-0.419,-0.456,,,
2045-01-01,-1.039,-1.188,0.765,0.926,0.809,-0.863,0.319,0.491,0.105,-2.078,-1.031,-0.696,-0.743,,,
2050-01-01,-1.044,-1.043,1.132,1.029,1.144,-0.796,0.213,0.729,0.55,-1.938,-0.983,-0.758,-1.017,,,
