,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,0.004,-0.202,0.121,0.482,-0.684,-0.18,-0.609,-0.071,-0.209,-0.076,-1.048,-0.185,0.794,0.551,,
2010-01-01,0.542,0.202,-0.121,0.052,1.262,0.18,-0.005,-0.109,-0.196,0.403,0.054,0.198,-0.558,-0.385,,
2015-01-01,-0.546,,,-0.534,-0.579,,0.615,0.18,0.405,-0.327,0.994,-0.012,-0.236,-0.166,,
2020-01-01,-0.628,,,0.076,-1.695,,-0.109,0.517,0.41,0.712,0.713,0.394,1.652,,,
2025-01-01,-0.055,,,0.179,-0.658,,-0.704,0.917,0.249,0.998,0.627,-0.079,2.188,,,
2030-01-01,0.001,,,0.518,-0.974,,-0.873,0.517,-0.006,0.505,0.354,-0.355,3.029,,,
2035-01-01,0.11,,,0.043,-2.225,,-1.153,-0.091,0.324,1.547,0.941,0.566,3.449,,,
2040-01-01,-0.126,,,-2.439,-0.385,,0.332,-0.13,0.81,2.583,0.843,0.214,1.8,,,
2045-01-01,-0.601,,,-2.602,-0.018,,1.087,0.375,-0.043,2.275,0.703,0.268,0.756,,,
2050-01-01,-0.816,,,-1.311,-1.815,,0.139,0.724,-0.291,1.315,1.007,0.192,1.668,,,
2055-01-01,-0.956,,,0.369,-1.791,,0.473,0.857,-0.304,0.734,0.435,-0.49,2.066,,,
