,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.856,-0.437,-0.59,-0.77,-0.561,-0.439,-0.339,-0.349,-0.623,-0.371,-0.785,-0.737,-0.863,,-0.126,
1995-01-01,-0.316,-0.283,-0.085,-0.441,-0.552,-0.25,-0.295,-0.159,-0.493,-0.292,-0.529,-0.294,-0.486,,-0.065,
2000-01-01,-0.064,0.172,0.232,-0.282,-0.158,0.18,-0.035,-0.087,-0.068,-0.111,-0.116,-0.085,-0.124,,-0.02,
2005-01-01,0.239,0.548,0.444,0.105,0.132,0.509,0.027,0.177,0.235,0.036,0.271,-0.038,0.179,,0.02,
2010-01-01,0.466,,,0.319,0.49,,0.197,0.212,0.428,0.234,0.541,0.523,0.455,,0.19,
2015-01-01,0.532,,,1.07,0.65,,0.445,0.206,0.52,0.503,0.619,0.631,0.839,,,
2020-01-01,0.593,,,1.592,0.856,,0.618,0.467,0.521,0.524,0.859,0.721,0.888,,,
2025-01-01,0.868,,,1.986,0.977,,0.589,0.692,0.848,0.85,0.996,0.884,1.451,,,
2030-01-01,1.374,,,2.118,0.959,,0.688,0.892,1.144,0.981,1.065,1.027,1.846,,,
2035-01-01,1.493,,,1.941,1.357,,0.895,1.088,1.507,1.136,1.355,1.137,2.056,,,
2040-01-01,1.799,,,2.25,1.469,,1.2,1.278,1.889,1.327,1.524,1.504,2.703,,,
2045-01-01,2.164,,,2.514,1.806,,1.351,1.345,1.87,1.596,1.879,1.936,2.903,,,
2050-01-01,2.316,,,3.049,1.909,,1.782,1.739,2.046,1.786,2.038,2.101,3.124,,,
