,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.516,-0.247,-0.323,-0.508,-0.437,-0.267,-0.138,-0.256,-0.277,-0.174,-0.32,-0.312,-0.385,,-0.146,
1995-01-01,-0.231,-0.094,-0.117,-0.326,-0.291,-0.155,-0.13,-0.089,-0.129,-0.158,-0.282,-0.158,-0.18,,-0.069,
2000-01-01,-0.027,0.088,0.11,-0.11,-0.112,0.087,-0.119,-0.011,-0.037,-0.046,-0.16,0.004,-0.036,,0.037,
2005-01-01,0.151,0.253,0.33,0.094,0.084,0.335,0.045,0.059,0.083,-0.037,-0.014,0.081,0.1,,0.012,
2010-01-01,0.258,,,0.334,0.324,,0.119,0.128,0.17,0.119,0.25,0.112,0.199,,0.165,
2015-01-01,0.366,,,0.516,0.432,,0.224,0.168,0.19,0.296,0.526,0.274,0.302,,,
2020-01-01,0.497,,,0.783,0.539,,0.371,0.207,0.287,0.349,0.707,0.465,0.498,,,
2025-01-01,0.634,,,0.915,0.613,,0.474,0.353,0.45,0.467,0.926,0.684,0.71,,,
2030-01-01,0.797,,,1.126,0.65,,0.626,0.51,0.555,0.459,1.004,0.879,0.949,,,
2035-01-01,0.932,,,1.303,0.891,,0.754,0.694,0.757,0.54,1.079,1.024,1.128,,,
2040-01-01,0.965,,,1.396,1.004,,0.844,0.852,0.884,0.834,1.233,1.089,1.17,,,
2045-01-01,1.095,,,1.514,1.204,,1.033,0.938,0.985,1.088,1.356,1.262,1.362,,,
2050-01-01,1.236,,,1.632,1.354,,1.218,1.044,1.111,1.347,1.555,1.404,1.519,,,
