,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.388,0.664,0.17,1.121,0.215,0.075,-0.478,-0.104,0.686,-0.125,-0.806,0.385,0.108,,-0.399,
1995-01-01,0.423,0.904,0.2,0.898,0.312,-0.267,0.137,-0.411,0.175,-0.32,-0.365,-0.09,-0.046,,-0.701,
2000-01-01,-0.254,0.319,-0.112,0.561,-0.331,-0.269,0.044,-0.159,0.334,-0.225,-0.001,0.046,0.033,,-0.127,
2005-01-01,0.44,0.33,-0.275,-0.433,-0.141,0.041,0.302,0.231,-0.128,0.221,0.384,0.282,0.012,,0.4,
2010-01-01,-0.329,-0.852,-0.079,-0.889,0.052,-0.055,0.213,0.051,-0.549,0.129,0.568,-0.294,-0.305,,0.827,
2015-01-01,-0.668,-1.365,0.096,-1.258,-0.107,0.474,-0.218,0.391,-0.518,0.319,0.22,-0.329,0.198,,,
2020-01-01,-1.039,-1.074,-0.532,-1.649,0.167,0.361,-0.161,0.289,-0.756,-0.031,-0.252,-0.539,0.396,,,
2025-01-01,-1.648,-1.262,-0.332,-1.428,-0.134,0.281,-0.137,0.044,-0.243,-1.045,-0.769,-0.179,0.93,,,
2030-01-01,-1.137,-1.166,-0.277,-1.567,-0.513,-0.095,-0.769,-0.539,-0.208,-1.026,-1.461,0.025,0.88,,,
2035-01-01,-0.691,-1.333,-0.731,-1.626,-0.836,-0.261,-1.035,-0.456,-0.084,-1.274,-1.838,-0.051,0.966,,,
2040-01-01,0.176,-1.457,-0.506,-1.731,-0.952,-0.163,-1.287,-0.287,-0.035,-1.121,-1.745,0.051,0.686,,,
2045-01-01,0.661,-1.46,-0.736,-1.834,-0.871,-0.492,-1.349,-0.227,-0.025,-0.892,-1.708,-0.597,0.3,,,
2050-01-01,1.197,-1.47,-1.112,-2.073,-0.702,-0.341,-1.153,-0.323,-0.321,-0.906,-1.49,-0.497,0.513,,,
