,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.852,-0.885,-0.555,-0.912,-0.44,-0.706,-0.488,-0.385,-0.319,-0.44,-0.472,-0.773,-0.626,,-0.211,
1995-01-01,-0.432,-0.483,-0.247,-0.466,-0.377,-0.584,-0.409,-0.09,-0.292,-0.342,-0.411,-0.407,-0.492,,-0.173,
2000-01-01,-0.073,-0.158,-0.052,-0.293,-0.131,-0.222,-0.12,-0.073,-0.09,-0.224,-0.142,-0.058,-0.185,,-0.024,
2005-01-01,0.252,0.163,0.227,0.174,0.144,0.101,0.074,0.053,0.08,0.074,0.057,0.24,0.101,,0.154,
2010-01-01,0.517,0.502,0.301,0.502,0.313,0.474,0.281,0.193,0.091,0.349,0.355,0.42,0.475,,0.254,
2015-01-01,0.587,0.861,0.326,0.995,0.491,0.937,0.662,0.303,0.53,0.583,0.613,0.579,0.727,,,
2020-01-01,0.859,1.176,0.562,1.438,0.869,1.016,0.723,0.54,0.865,0.807,0.968,0.775,1.115,,,
2025-01-01,1.245,1.367,0.558,1.741,0.829,1.273,0.967,0.8,1.197,1.108,1.423,1.218,1.582,,,
2030-01-01,1.712,1.559,0.871,2.322,1.055,1.615,1.248,1.007,1.516,1.184,1.896,1.706,1.968,,,
2035-01-01,2.255,1.98,1.07,2.721,1.467,1.867,1.281,1.237,1.786,1.399,2.404,2.127,2.427,,,
2040-01-01,2.765,2.219,1.22,3.049,1.886,2.261,1.665,1.538,1.945,1.58,2.732,2.434,2.793,,,
2045-01-01,3.143,2.604,1.573,3.235,2.387,2.688,1.973,1.753,2.221,1.855,2.935,2.62,3.169,,,
2050-01-01,3.553,3.212,1.825,3.496,2.694,3.084,2.388,2.028,2.497,2.198,3.014,2.902,3.611,,,
