,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,588.136,465.193,697.783,756.071,608.451,603.497,726.533,692.127,672.211,804.316,713.337,679.782,625.87,,,668.923
1990-01-01,704.14,685.347,682.015,756.071,608.451,797.685,624.437,692.127,643.869,706.745,713.337,679.782,621.802,,,668.923
1995-01-01,704.14,789.034,682.015,764.339,751.963,797.685,624.437,769.261,643.869,706.745,736.227,721.091,621.802,,,744.106
2000-01-01,798.278,821.4,721.631,602.518,751.963,554.834,719.3,718.495,737.136,754.314,680.473,723.726,717.346,,,733.723
2005-01-01,738.594,736.965,721.631,602.518,711.885,554.834,719.3,718.495,737.136,754.314,680.473,759.323,741.221,,,733.723
2010-01-01,704.18,705.091,729.448,716.952,711.885,814.12,816.195,696.689,758.354,594.493,695.787,675.858,794.94,,,683.012
2015-01-01,682.601,659.603,680.9,716.952,770.823,792.765,685.219,628.226,722.845,594.493,695.787,675.858,792.44,,,683.012
2020-01-01,682.601,659.603,680.9,830.134,645.913,735.335,685.219,628.226,722.845,859.575,718.152,732.534,602.954,,,
2025-01-01,681.174,759.367,739.418,846.686,645.913,646.834,730.05,668.329,789.898,670.999,722.143,732.534,602.954,,,
2030-01-01,681.174,646.37,739.418,666.504,714.595,638.497,730.493,668.329,731.37,670.999,722.143,760.402,703.402,,,
2035-01-01,768.75,646.37,705.485,666.504,731.509,638.497,694.364,878.816,731.37,676.843,580.459,819.323,703.402,,,
2040-01-01,712.328,777.353,537.509,764.365,698.395,728.932,694.364,667.792,813.676,676.843,580.459,704.025,679.584,,,
2045-01-01,712.328,759.048,537.509,764.365,698.395,630.145,716.64,667.792,779.255,706.666,678.834,704.025,679.584,,,
2050-01-01,721.609,745.449,719.511,814.705,767.604,630.145,767.281,790.477,754.15,706.666,589.574,776.781,730.826,,,
2055-01-01,721.609,745.449,658.486,862.243,678.905,736.417,749.192,732.93,754.15,796.989,589.574,877.649,776.777,,,
