,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,1.731,1.932,2.342,-0.525,-3.424,-2.466,-1.884,-0.744,-0.632,1.298,2.562,-2.816,-0.782,,,
1995-01-01,6.189,2.583,-0.563,-1.984,-2.613,-1.862,-1.142,-0.643,-3.397,-1.739,0.675,-0.876,-1.851,,,
2000-01-01,1.885,4.926,-1.777,0.989,-0.896,1.981,-0.546,0.69,-0.214,-2.864,3.308,2.404,-3.157,,,
2005-01-01,1.905,-2.414,0.294,-0.835,1.662,0.869,1.022,1.69,1.597,-2.326,-2.336,-3.879,-3.227,,,
2010-01-01,-5.01,-3.845,-1.882,0.716,2.27,0.652,1.087,-1.483,0.7,0.933,-2.887,2.938,3.544,,,
2015-01-01,-6.699,-3.181,1.586,1.639,3.0,0.826,1.462,0.491,1.946,4.698,-1.323,2.229,5.475,,,
2020-01-01,-4.388,-3.144,-0.366,-0.691,6.717,0.268,1.421,-0.011,1.661,3.961,-7.11,-1.025,7.017,,,
2025-01-01,-4.941,-2.262,0.37,-3.3,1.332,-2.802,2.078,1.732,0.064,6.742,-4.501,1.195,10.39,,,
2030-01-01,-0.491,-2.846,2.302,-4.053,-0.467,-0.873,0.289,3.373,0.28,6.031,-5.055,-3.503,1.602,,,
2035-01-01,-0.532,1.618,-0.966,-3.835,-3.808,-0.437,-1.76,3.466,2.177,4.247,-6.102,-1.086,1.512,,,
2040-01-01,-2.8,3.402,-2.587,-0.527,-5.343,-3.033,-1.437,6.692,2.166,5.156,-2.059,7.391,4.6,,,
2045-01-01,-0.283,8.0,-5.656,5.939,-3.015,2.168,-1.796,8.661,2.987,4.027,-1.374,8.063,3.543,,,
2050-01-01,0.027,10.284,-3.281,7.032,-1.378,1.412,1.172,7.1,5.743,5.474,0.039,9.705,6.851,,,
