,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,-0.928,4.811,5.265,5.946,5.684,4.029,7.521,0.733,-0.882,3.87,4.492,,2.548,
1990-01-01,,,4.186,4.401,5.265,5.946,5.684,4.029,7.521,0.733,-0.882,6.479,9.348,,2.548,
1995-01-01,,,4.324,4.401,7.447,6.36,9.129,7.126,2.865,5.221,9.502,7.278,4.738,,2.797,
2000-01-01,,,8.068,6.912,10.446,6.36,5.212,6.925,2.865,6.474,9.502,7.278,4.738,,2.797,
2005-01-01,,,9.327,6.912,8.122,7.076,5.212,6.925,3.981,10.426,11.822,5.106,9.653,,13.168,
2010-01-01,,,9.327,7.536,2.982,8.607,5.397,8.188,13.604,10.388,6.724,5.106,4.77,,9.873,
2015-01-01,,,8.205,7.536,2.982,2.216,6.193,5.289,4.152,8.535,6.724,7.393,4.77,,8.778,
2020-01-01,8.971,4.923,8.205,10.928,11.479,2.216,9.699,5.289,4.152,8.241,9.402,7.393,15.333,,,
2025-01-01,8.971,8.367,11.947,12.729,11.323,2.448,9.699,9.293,12.097,8.241,11.366,9.883,9.281,,,
2030-01-01,12.196,8.367,10.592,9.631,11.323,2.448,14.353,5.826,13.884,4.492,11.366,10.006,9.281,,,
2035-01-01,7.414,12.567,10.592,9.631,17.306,10.19,14.353,3.445,8.105,4.492,12.689,14.175,9.702,,,
2040-01-01,7.414,12.809,7.771,14.931,11.331,6.945,13.796,3.445,8.105,6.48,11.11,6.249,9.702,,,
2045-01-01,17.117,12.361,7.771,16.295,11.331,6.945,13.796,9.17,9.142,10.271,11.11,6.249,15.653,,,
2050-01-01,10.768,12.112,9.054,12.615,13.43,10.802,14.235,13.985,12.423,8.221,14.009,11.188,17.727,,,
2055-01-01,10.768,12.112,16.697,12.615,13.43,10.802,14.235,16.775,11.041,8.221,17.687,11.188,13.308,,,
