,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.705,-0.382,-0.391,-0.799,-0.517,-0.417,-0.111,-0.295,-0.268,-0.257,-0.497,-0.642,-0.7,,-0.333,
1995-01-01,-0.32,-0.168,-0.159,-0.569,-0.371,-0.252,-0.208,-0.141,-0.173,-0.286,-0.395,-0.341,-0.429,,-0.187,
2000-01-01,-0.014,0.164,0.079,-0.191,-0.108,0.152,-0.148,0.013,0.019,-0.133,-0.202,-0.03,-0.094,,0.043,
2005-01-01,0.263,0.386,0.471,0.179,0.074,0.517,-0.024,0.121,0.104,-0.061,0.06,0.183,0.204,,0.094,
2010-01-01,0.35,,,0.458,0.398,,0.136,0.076,0.137,0.232,0.363,0.31,0.402,,0.384,
2015-01-01,0.427,,,0.922,0.524,,0.355,0.227,0.181,0.506,0.671,0.52,0.617,,,
2020-01-01,0.592,,,1.313,0.743,,0.546,0.106,0.347,0.595,0.928,0.631,0.743,,,
2025-01-01,0.895,,,1.421,0.943,,0.687,0.421,0.774,0.854,1.129,0.892,1.043,,,
2030-01-01,1.282,,,1.782,0.997,,0.808,0.598,0.967,0.832,1.229,1.163,1.382,,,
2035-01-01,1.517,,,2.005,1.41,,1.075,0.689,1.358,0.886,1.406,1.284,1.637,,,
2040-01-01,1.564,,,2.131,1.488,,1.221,1.171,1.439,1.259,1.569,1.474,1.795,,,
2045-01-01,1.626,,,2.471,1.687,,1.481,1.261,1.356,1.555,1.716,1.647,2.133,,,
2050-01-01,1.674,,,2.663,1.607,,1.818,1.489,1.521,1.863,2.003,1.864,2.337,,,
