,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.988,-1.957,-1.691,1.039,-1.647,1.109,-0.67,-0.731,0.107,1.058,-1.045,-1.472,-3.005,,,-3.709
1995-01-01,0.745,0.875,0.304,0.279,0.289,1.368,-1.39,-1.819,0.727,-0.161,-0.488,-1.603,-1.926,,,-2.08
2000-01-01,-0.908,1.458,-0.541,-0.723,-1.433,-1.914,-0.541,-0.38,0.625,-1.988,0.005,-0.045,0.841,,,0.08
2005-01-01,0.875,0.365,-1.153,-0.964,-0.742,-1.615,0.346,-0.766,0.27,-1.371,0.105,1.02,2.761,,,1.153
2010-01-01,-0.235,-0.261,2.181,-0.289,1.532,0.695,0.059,-0.306,-1.164,1.248,-0.159,0.458,-0.269,,,4.557
2015-01-01,0.511,-0.481,0.9,0.658,2.0,0.356,2.195,4.002,-0.565,1.215,1.582,1.642,1.599,,,
2020-01-01,0.798,1.019,2.155,2.425,5.042,2.701,2.351,5.051,0.918,3.246,2.193,-0.943,1.633,,,
2025-01-01,1.095,2.168,3.61,3.057,5.753,2.545,2.464,6.981,0.175,3.582,3.311,0.246,0.987,,,
2030-01-01,1.763,1.264,4.412,3.366,4.975,0.728,4.088,7.224,3.96,1.944,4.647,1.2,5.66,,,
2035-01-01,3.137,0.624,5.618,3.932,4.628,1.838,3.939,5.429,4.321,2.064,2.872,0.323,7.641,,,
2040-01-01,2.327,1.281,7.649,6.121,5.553,3.974,4.48,5.471,4.181,2.527,3.283,3.309,7.772,,,
2045-01-01,1.03,2.7,6.125,6.089,7.391,5.854,7.207,6.653,4.243,1.229,3.872,4.021,7.101,,,
2050-01-01,4.572,2.509,5.866,7.209,10.34,10.116,9.398,6.688,3.241,5.875,4.59,4.024,7.999,,,
