,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,-21.281,-17.686,-17.183,-16.874,-19.488,-20.481,-15.565,-19.863,-20.91,-22.422,-16.943,,-18.587,
1990-01-01,,,-21.281,-19.412,-17.183,-16.874,-19.488,-20.481,-18.082,-19.863,-20.91,-15.827,-15.721,,-21.597,
1995-01-01,,,-19.592,-19.412,-16.435,-18.249,-18.241,-18.495,-22.153,-18.648,-15.309,-17.691,-20.306,,-21.597,
2000-01-01,,,-16.003,-18.594,-18.285,-18.316,-16.677,-18.495,-22.153,-18.182,-15.309,-17.691,-20.306,,-14.182,
2005-01-01,,,-16.465,-18.594,-18.285,-18.316,-20.515,-17.578,-16.157,-15.115,-17.408,-17.28,-15.329,,-15.474,
2010-01-01,,,-16.465,-17.266,-20.43,-18.574,-20.515,-16.35,-16.157,-15.774,-19.193,-18.66,-19.813,,-18.396,
2015-01-01,,,-17.143,-17.266,-20.43,-21.027,-13.306,-16.35,-17.963,-20.784,-19.193,-18.66,-19.813,,-18.396,
2020-01-01,-16.439,-20.498,-17.143,-16.816,-16.226,-21.027,-15.973,-16.743,-17.963,-20.784,-18.639,-16.201,-17.469,,,
2025-01-01,-14.173,-17.763,-19.089,-13.092,-16.226,-19.309,-15.973,-16.743,-14.665,-17.087,-19.712,-17.143,-16.707,,,
2030-01-01,-14.486,-16.717,-19.231,-18.559,-14.75,-19.309,-14.649,-21.504,-14.986,-16.712,-19.712,-17.143,-16.707,,,
2035-01-01,-19.678,-16.53,-19.231,-18.559,-13.534,-16.649,-14.033,-21.504,-17.621,-16.712,-18.922,-13.454,-15.254,,,
2040-01-01,-19.678,-16.136,-17.645,-14.431,-18.0,-18.242,-13.221,-16.935,-17.621,-15.634,-19.769,-15.987,-15.254,,,
2045-01-01,-12.275,-16.136,-17.645,-14.431,-18.0,-18.242,-13.383,-16.792,-16.257,-15.901,-19.769,-15.987,-13.35,,,
2050-01-01,-16.804,-13.278,-13.041,-13.09,-11.181,-15.143,-13.383,-15.214,-16.257,-15.901,-17.345,-14.992,-13.792,,,
2055-01-01,-16.804,-13.278,-11.81,-13.09,-12.195,-15.538,-12.761,-15.214,-11.241,-14.422,-17.345,-14.992,-13.792,,,
