,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.544,-0.695,-0.844,-0.913,-0.608,-0.585,-0.495,-0.554,-0.512,-0.433,-0.651,-0.432,-0.861,,-0.43,
1995-01-01,-0.22,-0.406,-0.359,-0.574,-0.529,-0.478,-0.371,-0.259,-0.3,-0.336,-0.394,-0.196,-0.446,,-0.213,
2000-01-01,-0.038,-0.105,-0.061,-0.221,-0.14,-0.164,-0.086,-0.058,-0.065,-0.087,-0.192,-0.163,-0.198,,-0.026,
2005-01-01,0.198,0.221,0.34,0.25,0.134,0.152,0.167,0.142,0.109,0.061,0.131,-0.072,0.077,,0.201,
2010-01-01,0.281,0.414,0.47,0.586,0.515,0.367,0.29,0.311,0.273,0.338,0.397,0.37,0.552,,0.468,
2015-01-01,0.323,0.571,0.454,0.872,0.627,0.708,0.496,0.418,0.495,0.458,0.708,0.493,0.876,,,
2020-01-01,0.477,0.726,0.736,1.35,0.748,0.926,0.702,0.561,0.6,0.544,1.029,0.859,1.145,,,
2025-01-01,0.703,0.882,0.856,1.566,0.974,1.117,0.961,0.731,0.784,0.718,1.348,1.083,1.369,,,
2030-01-01,1.052,1.095,1.218,1.645,1.0,1.465,1.062,0.901,0.967,0.725,1.562,1.149,1.503,,,
2035-01-01,1.399,1.256,1.466,1.89,1.422,1.574,1.221,1.097,1.154,0.789,1.706,1.397,1.746,,,
2040-01-01,1.613,1.547,1.595,1.899,1.648,1.653,1.239,1.312,1.231,0.907,1.891,1.538,1.989,,,
2045-01-01,1.701,1.672,1.757,2.186,1.824,1.973,1.234,1.425,1.423,1.013,1.937,1.692,2.368,,,
2050-01-01,1.756,1.868,1.865,2.57,2.118,2.074,1.489,1.622,1.44,1.178,2.14,1.914,2.535,,,
