,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.474,-0.179,-0.202,-0.335,-0.158,-0.348,-0.004,-0.389,-0.397,0.07,0.153,-0.255,-0.289,,-0.182,
1995-01-01,-0.242,0.035,-0.197,-0.271,-0.062,-0.218,-0.016,-0.26,-0.266,-0.091,-0.042,0.191,-0.102,,0.07,
2000-01-01,0.053,0.008,-0.089,-0.114,-0.02,-0.056,-0.089,0.087,-0.009,0.023,-0.002,-0.158,-0.082,,0.009,
2005-01-01,0.088,0.07,0.037,0.117,0.036,0.145,-0.049,0.123,0.131,-0.112,-0.046,0.027,0.084,,0.07,
2010-01-01,0.324,0.058,0.179,0.213,0.127,0.203,-0.022,0.174,0.267,0.121,-0.092,0.143,0.152,,0.033,
2015-01-01,0.251,0.01,0.272,0.39,0.078,0.273,0.179,0.264,0.276,-0.011,0.028,0.052,0.238,,,
2020-01-01,0.201,0.291,0.245,0.483,0.321,0.21,0.227,0.33,0.275,-0.043,0.051,0.53,0.148,,,
2025-01-01,0.197,0.44,0.266,0.453,0.4,0.129,0.275,0.344,0.235,0.156,0.124,0.339,0.135,,,
2030-01-01,0.276,0.549,0.345,0.399,0.346,0.236,0.253,0.209,0.168,0.256,0.263,0.449,0.157,,,
2035-01-01,0.465,0.647,0.413,0.352,0.346,0.268,0.234,0.135,0.258,0.493,0.416,0.58,0.069,,,
2040-01-01,0.544,0.671,0.544,0.442,0.362,0.43,0.29,0.189,0.153,0.428,0.394,0.387,0.205,,,
2045-01-01,0.556,0.515,0.639,0.541,0.347,0.498,0.31,0.174,0.269,0.192,0.488,0.655,0.134,,,
2050-01-01,0.522,0.629,0.617,0.726,0.521,0.547,0.358,0.36,0.386,0.006,0.43,0.863,0.191,,,
