,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-3.067,-3.185,0.457,-2.309,-1.281,-0.38,0.799,-2.511,-0.848,1.666,2.837,-1.086,-4.954,,,3.289
1995-01-01,1.386,0.633,-0.369,-1.317,-2.41,-1.436,0.47,-1.45,-1.246,-1.501,-0.799,-0.634,-2.89,,,-3.228
2000-01-01,1.105,2.981,-1.345,1.192,-1.708,0.807,0.37,1.109,-0.453,-1.373,0.022,1.918,0.665,,,-0.498
2005-01-01,2.786,-0.429,1.257,2.483,0.937,1.009,2.155,1.717,1.382,-1.286,-2.13,0.248,1.651,,,2.745
2010-01-01,-0.206,,,1.056,1.499,,-2.546,0.526,0.206,0.834,-1.156,-0.232,1.473,,,-2.307
2015-01-01,-2.004,,,-1.105,2.963,,-1.247,0.609,0.959,1.659,1.226,-0.215,4.056,,,
2020-01-01,-1.331,,,-3.368,5.29,,-0.345,-0.105,0.387,2.018,0.667,0.998,0.335,,,
2025-01-01,-0.563,,,-1.914,2.096,,-1.264,0.925,-0.313,0.57,1.813,0.87,0.585,,,
2030-01-01,4.024,,,2.195,4.055,,3.95,0.488,0.256,-3.042,0.575,2.08,1.534,,,
2035-01-01,5.599,,,4.238,4.775,,3.894,2.199,0.089,-2.285,1.475,4.035,1.484,,,
2040-01-01,4.294,,,5.951,5.359,,0.718,4.247,0.106,-1.689,2.65,1.505,2.006,,,
2045-01-01,2.233,,,3.11,5.393,,2.52,2.704,0.031,2.868,6.757,4.365,2.199,,,
2050-01-01,-0.45,,,0.242,8.71,,3.371,3.846,-0.224,8.575,7.84,4.761,2.725,,,
