,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.826,-0.503,-0.364,-0.904,-0.496,-0.371,-0.296,-0.345,-0.281,-0.358,-0.566,-0.868,-0.623,,-0.235,
1995-01-01,-0.411,-0.208,-0.141,-0.519,-0.426,-0.227,-0.306,-0.015,-0.301,-0.314,-0.469,-0.431,-0.477,,-0.116,
2000-01-01,-0.007,0.198,0.098,-0.222,-0.149,0.136,-0.124,0.059,-0.033,-0.202,-0.183,-0.015,-0.137,,0.001,
2005-01-01,0.296,0.513,0.407,0.22,0.093,0.462,0.015,0.171,0.106,0.0,0.062,0.261,0.164,,0.076,
2010-01-01,0.402,,,0.52,0.402,,0.261,0.087,0.192,0.298,0.393,0.468,0.383,,0.274,
2015-01-01,0.546,,,0.904,0.577,,0.45,0.045,0.317,0.575,0.764,0.585,0.691,,,
2020-01-01,0.746,,,1.401,0.831,,0.585,0.157,0.439,0.697,1.03,0.656,0.784,,,
2025-01-01,1.212,,,1.53,0.927,,0.713,0.44,0.904,1.037,1.294,0.942,1.198,,,
2030-01-01,1.778,,,2.006,1.044,,0.826,0.649,1.062,1.101,1.427,1.231,1.591,,,
2035-01-01,2.004,,,2.327,1.512,,1.108,0.896,1.536,1.297,1.634,1.47,1.753,,,
2040-01-01,2.181,,,2.548,1.59,,1.277,1.173,1.862,1.649,1.82,1.754,2.094,,,
2045-01-01,2.264,,,2.867,1.864,,1.562,1.257,1.804,1.973,1.972,1.993,2.376,,,
2050-01-01,2.423,,,2.985,1.811,,1.908,1.612,2.044,2.26,2.263,2.344,2.602,,,
