,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.695,0.248,0.348,1.188,-0.01,0.424,-0.705,-0.448,1.143,0.406,-0.213,1.406,0.406,,0.871,
1995-01-01,0.159,0.592,0.472,1.327,0.357,0.083,0.147,-0.298,0.974,0.238,-0.319,-0.131,0.616,,0.3,
2000-01-01,-0.531,0.628,-0.093,0.255,-0.233,0.261,0.306,-0.027,0.33,0.489,-0.243,-0.231,0.437,,-0.245,
2005-01-01,0.453,-0.201,-0.338,-0.302,-0.195,0.535,0.525,-0.069,-0.26,0.355,0.317,-0.08,-0.198,,-0.51,
2010-01-01,-0.254,-0.767,-0.388,-1.133,0.097,-0.581,0.594,0.313,-0.773,-0.537,0.22,-0.344,-0.518,,-0.415,
2015-01-01,-0.523,-0.5,-0.001,-1.335,-0.016,-0.724,-0.867,0.529,-1.416,-0.951,0.237,-0.619,-0.744,,,
2020-01-01,-1.316,-0.579,0.738,-1.969,0.533,-0.613,-0.76,-0.327,-1.013,-0.769,-0.113,-0.386,-0.308,,,
2025-01-01,-2.316,-0.369,1.408,-1.436,0.612,-0.681,-1.311,-0.257,-1.433,-1.104,0.077,-1.225,-0.141,,,
2030-01-01,-2.308,-0.114,1.876,-1.406,0.678,-0.139,-2.686,-0.692,-0.979,-0.608,0.287,-2.229,-0.54,,,
2035-01-01,-2.042,-0.818,1.567,-2.087,0.849,-0.038,-2.319,-0.273,-0.677,-0.631,-0.223,-1.479,-0.367,,,
2040-01-01,-2.036,-1.499,1.697,-2.192,0.199,0.344,-2.966,-0.894,-1.697,-0.751,-0.11,-2.336,-1.071,,,
2045-01-01,-2.087,-1.202,1.464,-1.948,-0.02,0.28,-3.365,-0.374,-1.327,-0.629,-0.785,-1.821,-1.462,,,
2050-01-01,-1.231,-1.905,1.18,-1.566,0.252,-0.229,-3.413,-0.594,-1.524,-0.372,-1.018,-2.231,-1.368,,,
