,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.517,-2.198,-1.04,0.32,-1.114,2.392,-0.916,0.491,-0.885,0.017,-1.509,-1.378,-3.831,,,-4.138
1995-01-01,0.72,0.487,1.064,-0.1,-1.081,2.231,-1.499,-1.715,-0.695,-0.836,-0.931,-1.007,-2.502,,,-3.384
2000-01-01,-2.141,1.167,-0.423,-1.631,-1.48,-1.496,-1.102,0.218,-0.894,-0.641,0.127,-1.174,-0.769,,,0.76
2005-01-01,-0.359,0.039,-1.67,-0.187,-1.508,-1.732,0.167,-1.178,0.617,-0.303,0.423,1.106,0.883,,,2.548
2010-01-01,-0.357,0.187,0.675,0.311,1.897,-0.96,1.151,0.063,0.533,0.865,0.257,0.988,1.697,,,4.213
2015-01-01,1.621,0.318,1.393,1.287,3.286,-0.434,2.198,2.12,1.323,0.899,1.632,1.465,4.523,,,
2020-01-01,2.988,0.863,3.45,3.085,7.921,1.897,2.779,1.751,1.774,1.049,0.886,1.726,5.612,,,
2025-01-01,3.055,2.408,5.07,3.954,8.387,2.575,1.845,4.115,-0.109,0.917,2.152,2.0,5.671,,,
2030-01-01,2.714,2.45,6.665,2.973,5.836,2.875,1.01,4.008,1.888,-0.732,4.182,4.43,6.559,,,
2035-01-01,2.747,3.01,6.519,4.674,7.006,4.172,2.908,2.971,2.377,-0.411,4.34,4.0,6.551,,,
2040-01-01,2.261,4.417,8.034,6.765,6.686,5.328,4.034,3.914,1.834,1.056,6.13,6.194,6.743,,,
2045-01-01,3.376,7.266,6.002,7.253,8.415,8.491,7.771,3.437,3.43,0.952,6.506,7.067,6.25,,,
2050-01-01,7.428,6.66,5.733,9.396,12.139,11.274,11.255,2.198,2.3,4.048,6.942,5.896,9.358,,,
