,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.617,-0.34,-0.385,-0.622,-0.508,-0.305,-0.139,-0.286,-0.272,-0.233,-0.414,-0.52,-0.618,,-0.184,
1995-01-01,-0.292,-0.142,-0.122,-0.411,-0.322,-0.164,-0.199,-0.075,-0.153,-0.201,-0.366,-0.3,-0.377,,-0.114,
2000-01-01,-0.019,0.142,0.108,-0.169,-0.092,0.089,-0.171,0.027,-0.043,-0.08,-0.181,-0.01,-0.074,,-0.001,
2005-01-01,0.198,0.34,0.399,0.093,0.065,0.379,-0.022,0.087,0.08,-0.05,0.016,0.177,0.194,,-0.008,
2010-01-01,0.31,,,0.412,0.374,,0.17,0.093,0.168,0.161,0.307,0.239,0.364,,0.306,
2015-01-01,0.42,,,0.696,0.482,,0.362,0.154,0.22,0.402,0.637,0.415,0.51,,,
2020-01-01,0.56,,,1.107,0.707,,0.536,0.157,0.356,0.48,0.836,0.567,0.67,,,
2025-01-01,0.833,,,1.248,0.845,,0.659,0.39,0.656,0.73,1.075,0.81,0.95,,,
2030-01-01,1.134,,,1.573,0.915,,0.765,0.57,0.764,0.801,1.185,1.109,1.252,,,
2035-01-01,1.369,,,1.829,1.241,,0.99,0.741,1.068,0.862,1.347,1.327,1.49,,,
2040-01-01,1.456,,,1.928,1.311,,1.098,1.03,1.203,1.284,1.522,1.496,1.563,,,
2045-01-01,1.553,,,2.126,1.541,,1.357,1.142,1.236,1.536,1.645,1.693,1.811,,,
2050-01-01,1.681,,,2.225,1.579,,1.647,1.303,1.373,1.76,1.897,1.918,2.013,,,
