,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.726,-0.702,-0.715,-0.787,-0.54,-0.638,-0.327,-0.418,-0.493,-0.365,-0.601,-0.617,-0.786,,-0.267,
1995-01-01,-0.306,-0.474,-0.337,-0.483,-0.45,-0.482,-0.306,-0.199,-0.353,-0.304,-0.406,-0.274,-0.452,,-0.138,
2000-01-01,-0.058,-0.119,-0.057,-0.214,-0.139,-0.125,-0.115,-0.067,-0.065,-0.118,-0.159,-0.077,-0.146,,-0.009,
2005-01-01,0.213,0.2,0.259,0.202,0.109,0.175,0.033,0.106,0.149,-0.0,0.148,0.029,0.141,,0.1,
2010-01-01,0.419,0.401,0.389,0.463,0.443,0.367,0.22,0.207,0.276,0.269,0.395,0.424,0.485,,0.314,
2015-01-01,0.457,0.694,0.46,0.82,0.577,0.703,0.495,0.371,0.486,0.518,0.622,0.516,0.758,,,
2020-01-01,0.657,0.805,0.719,1.298,0.694,0.866,0.685,0.583,0.62,0.71,0.828,0.718,0.953,,,
2025-01-01,0.908,0.968,0.852,1.47,0.816,1.063,0.911,0.712,0.848,1.044,1.11,0.974,1.228,,,
2030-01-01,1.223,1.315,1.145,1.65,0.806,1.396,1.068,0.911,1.04,1.053,1.383,1.09,1.394,,,
2035-01-01,1.506,1.595,1.409,1.851,1.162,1.583,1.171,1.048,1.146,1.095,1.584,1.324,1.601,,,
2040-01-01,1.685,1.898,1.681,1.911,1.439,1.73,1.335,1.215,1.192,1.125,1.764,1.593,1.88,,,
2045-01-01,1.82,2.05,1.842,2.213,1.607,2.0,1.381,1.359,1.295,1.232,1.896,1.754,2.171,,,
2050-01-01,1.947,2.218,1.954,2.546,1.907,2.107,1.562,1.557,1.285,1.35,2.072,1.992,2.476,,,
