,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.74,-2.448,-1.373,0.925,-0.143,1.635,-0.368,1.007,-1.475,-0.271,-1.278,-1.418,-3.895,,,-4.082
1995-01-01,0.843,1.234,1.204,0.227,-0.882,1.396,-1.549,-1.285,-1.161,-1.468,-1.092,-1.106,-2.589,,,-4.049
2000-01-01,-2.356,1.658,0.142,-2.186,-1.001,-1.597,-1.665,0.733,-1.79,-0.272,-0.626,-1.812,-0.904,,,1.077
2005-01-01,-0.145,0.432,-1.045,-0.102,-1.091,-1.675,-0.344,-0.412,0.203,-0.18,-0.162,0.537,0.228,,,3.057
2010-01-01,-0.873,0.193,0.743,-0.173,0.984,-1.3,0.921,0.052,0.95,0.876,0.68,1.254,2.066,,,3.997
2015-01-01,1.79,-1.068,0.329,1.31,2.133,1.541,3.006,-0.095,3.272,1.315,2.478,2.546,5.094,,,
2020-01-01,1.7,-1.89,0.703,4.679,6.607,3.227,5.104,-1.45,3.304,1.795,2.175,2.677,4.484,,,
2025-01-01,2.411,0.245,3.465,3.558,6.636,3.99,5.673,-0.846,2.758,1.892,1.906,4.488,6.36,,,
2030-01-01,1.891,0.966,3.477,3.785,7.054,4.265,4.791,-0.882,1.929,0.325,1.738,6.295,6.926,,,
2035-01-01,2.007,2.7,4.181,5.403,8.517,5.098,5.216,0.373,4.473,2.162,0.761,4.47,10.09,,,
2040-01-01,6.647,4.817,5.452,7.151,6.512,6.226,6.24,0.656,6.26,1.823,1.847,7.899,13.395,,,
2045-01-01,6.039,4.691,6.304,8.453,7.339,6.993,7.997,1.725,6.919,1.093,3.811,7.329,12.178,,,
2050-01-01,7.573,6.102,8.2,9.25,9.459,11.711,10.401,2.624,7.18,0.704,4.665,8.85,11.678,,,
