,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.936,1.81,0.629,1.217,0.157,1.09,0.253,-0.688,0.602,-0.029,-0.028,1.009,0.192,,0.005,
1995-01-01,0.243,1.718,0.243,0.814,0.474,0.727,0.067,-0.86,-0.083,-0.529,-0.059,-0.152,-0.82,,-0.192,
2000-01-01,-0.28,0.84,-0.492,0.438,-0.291,0.089,0.082,-0.635,0.495,-0.406,-0.05,0.354,0.258,,0.173,
2005-01-01,0.082,0.217,-0.355,-0.991,-0.218,-0.304,-0.29,0.594,-0.178,0.33,0.747,0.338,0.141,,0.391,
2010-01-01,-0.224,-2.207,0.129,-0.845,0.172,-0.465,-0.346,0.637,-0.466,0.304,0.077,-0.752,0.041,,-0.376,
2015-01-01,-0.757,-2.378,-0.153,-0.633,-0.295,-1.136,0.233,0.952,-0.371,0.33,-0.687,-0.798,0.188,,,
2020-01-01,-1.086,-2.455,0.407,-1.354,0.21,-0.819,0.212,1.194,-1.037,0.475,-1.256,-0.984,0.494,,,
2025-01-01,-0.581,-2.812,0.869,-1.365,-0.126,-1.237,0.405,0.919,-1.037,-0.154,-2.101,-1.8,0.962,,,
2030-01-01,-0.052,-1.883,1.457,-1.457,0.057,-0.933,0.111,0.56,-1.188,0.025,-2.048,-1.215,1.538,,,
2035-01-01,-0.41,-2.033,2.003,-2.045,0.228,-1.287,-0.687,0.943,-0.78,-0.367,-1.802,-1.105,1.427,,,
2040-01-01,-0.626,-1.994,1.304,-1.429,0.12,-1.621,-0.362,1.625,-0.488,-0.514,-2.204,-1.576,0.051,,,
2045-01-01,-1.186,-1.426,0.692,-0.572,-0.138,-2.332,-1.036,2.25,-0.566,0.02,-2.247,-1.231,-0.311,,,
2050-01-01,-1.858,-1.253,-0.348,-0.224,-0.091,-3.259,-0.563,3.187,-0.504,0.107,-2.047,-2.342,-0.913,,,
