,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,-25.444,-23.656,-22.914,-25.966,-25.61,-24.402,-22.963,-25.512,-24.993,-24.894,-25.383,,-24.191,
1990-01-01,,,-25.444,-23.592,-26.567,-25.966,-25.61,-24.402,-23.57,-22.851,-22.534,-25.121,-23.167,,-24.484,
1995-01-01,,,-22.455,-24.317,-26.567,-22.895,-23.752,-21.475,-23.57,-22.851,-23.025,-25.121,-23.167,,-24.484,
2000-01-01,,,-22.455,-25.971,-21.439,-23.092,-23.752,-20.631,-22.673,-21.907,-23.431,-22.661,-24.121,,-22.624,
2005-01-01,,,-23.193,-25.971,-22.411,-23.092,-22.182,-21.556,-25.9,-24.062,-23.431,-22.661,-24.121,,-22.311,
2010-01-01,,,-23.193,-20.079,-22.411,-21.24,-20.212,-24.838,-25.9,-24.062,-23.038,-21.517,-22.976,,-22.547,
2015-01-01,,,-21.308,-19.906,-21.183,-21.24,-22.372,-26.188,-18.916,-22.248,-23.038,-21.517,-20.556,,-22.85,
2020-01-01,-22.97,-20.964,-24.02,-20.478,-20.702,-20.861,-22.372,-26.188,-21.753,-20.646,-22.02,-21.492,-20.556,,,
2025-01-01,-20.277,-21.571,-24.02,-20.478,-24.239,-22.832,-19.692,-25.427,-21.784,-20.614,-22.02,-21.682,-19.708,,,
2030-01-01,-22.222,-21.571,-22.353,-20.872,-24.239,-22.832,-19.085,-23.814,-21.784,-20.614,-19.127,-21.682,-21.309,,,
2035-01-01,-22.222,-21.606,-22.353,-23.513,-20.086,-18.499,-19.829,-23.814,-19.032,-19.235,-19.127,-22.602,-23.922,,,
2040-01-01,-19.559,-22.195,-20.572,-23.513,-22.241,-18.499,-22.355,-21.138,-19.032,-19.235,-17.883,-22.602,-25.007,,,
2045-01-01,-18.85,-22.195,-22.479,-18.301,-22.241,-17.733,-22.355,-20.933,-20.315,-18.826,-18.298,-17.969,-25.007,,,
2050-01-01,-20.981,-18.98,-22.479,-18.301,-20.655,-17.733,-20.639,-18.645,-20.315,-18.722,-19.741,-19.639,-19.815,,,
2055-01-01,-20.981,-18.98,-23.273,-20.241,-19.918,-16.207,-20.639,-18.601,-24.274,-19.8,-19.741,-19.639,-19.815,,,
