,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,0.313,0.277,-0.114,-0.214,-1.761,-0.165,-0.733,-0.05,-0.149,-0.305,-1.091,0.3,0.335,-0.719,,
2010-01-01,0.044,-0.277,0.114,0.149,0.842,0.165,0.295,-0.157,0.574,0.181,0.41,0.367,0.241,0.646,,
2015-01-01,-0.358,,,0.064,0.92,,0.438,0.207,-0.425,0.124,0.68,-0.667,-0.576,0.073,,
2020-01-01,0.045,,,1.409,-1.663,,-0.02,0.026,-0.819,1.746,-0.061,-0.091,1.425,,,
2025-01-01,0.115,,,0.836,-2.314,,1.24,-0.896,0.09,1.907,0.553,-0.322,2.112,,,
2030-01-01,0.557,,,-0.129,-0.619,,0.788,-0.459,0.727,0.476,0.603,-0.552,0.848,,,
2035-01-01,1.088,,,1.206,-0.688,,-1.088,-0.237,1.373,-0.044,0.445,-0.043,1.111,,,
2040-01-01,0.467,,,1.201,-1.007,,-0.555,-0.23,1.071,0.833,0.763,-0.373,1.675,,,
2045-01-01,-0.706,,,-0.526,0.698,,0.034,0.101,0.554,1.719,0.513,0.451,1.622,,,
2050-01-01,-1.651,,,1.362,0.589,,0.983,0.157,-0.637,1.161,0.351,0.167,1.43,,,
2055-01-01,-1.649,,,3.143,-1.001,,2.045,-0.212,-0.879,1.766,0.622,-0.413,1.532,,,
