,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-1.247,0.448,-0.88,0.392,-1.226,-3.137,-1.421,-0.336,-2.544,-4.08,-2.908,-4.048,-1.736,,,
1995-01-01,0.698,-0.257,0.461,0.504,-0.164,-2.032,-0.319,-1.231,-1.782,-1.771,-2.649,-1.629,-1.493,,,
2000-01-01,-0.231,0.198,-1.768,0.023,0.964,-1.703,-1.627,-0.331,-0.633,-0.275,0.558,-0.706,-0.381,,,
2005-01-01,0.056,1.016,-0.544,-1.134,1.667,-0.226,-0.263,0.998,0.694,1.894,1.955,0.337,-0.602,,,
2010-01-01,-0.25,-0.662,0.679,-0.167,0.134,3.254,1.97,0.212,2.372,2.105,1.502,3.507,1.34,,,
2015-01-01,0.973,-0.743,2.052,0.382,-1.376,3.844,1.66,0.688,1.894,2.127,1.541,2.539,2.871,,,
2020-01-01,0.375,-0.25,3.391,0.267,-0.814,4.29,3.872,-0.38,1.56,0.393,1.34,3.113,2.878,,,
2025-01-01,1.641,-0.364,3.456,0.59,1.081,4.73,2.827,-1.053,0.431,-0.917,0.929,3.413,2.884,,,
2030-01-01,-1.696,1.02,2.785,-0.379,1.872,3.877,0.249,-0.805,-0.833,-0.917,3.309,1.204,1.594,,,
2035-01-01,-2.151,0.096,0.363,0.529,3.01,5.107,-1.042,-1.391,0.001,-1.166,2.851,1.927,2.19,,,
2040-01-01,-0.408,-0.369,1.666,2.441,4.327,5.775,-0.76,-1.955,-0.916,1.535,3.074,2.79,4.735,,,
2045-01-01,-0.82,-0.573,1.609,2.711,3.456,6.306,0.182,-4.919,0.766,2.134,4.172,3.204,3.986,,,
2050-01-01,2.824,-1.758,1.353,3.258,3.489,6.713,1.757,-4.602,1.341,3.748,5.726,2.575,7.214,,,
