,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,-19.13,-14.146,-11.614,-14.295,-12.694,-12.457,-11.18,-13.011,-10.478,-12.643,-13.364,,-16.973,
1990-01-01,,,-11.959,-14.146,-11.971,-13.611,-10.693,-14.33,-16.609,-13.011,-7.859,-12.643,-13.364,,-16.973,
1995-01-01,,,-12.324,-9.916,-11.971,-11.722,-11.423,-14.33,-16.609,-12.327,-10.957,-11.999,-12.364,,-12.394,
2000-01-01,,,-12.625,-9.916,-9.474,-13.547,-14.211,-11.21,-11.113,-12.327,-15.764,-11.999,-10.606,,-12.394,
2005-01-01,,,-12.625,-14.827,-10.029,-13.547,-14.211,-11.528,-11.113,-11.887,-15.764,-14.803,-12.002,,-8.997,
2010-01-01,,,-9.891,-14.827,-16.258,-10.115,-12.172,-11.528,-11.075,-12.506,-13.377,-14.803,-12.379,,-9.922,
2015-01-01,,,-9.023,-9.797,-16.258,-10.739,-12.172,-12.192,-9.876,-12.506,-13.377,-8.686,-13.496,,-9.922,
2020-01-01,-12.464,-10.434,-11.557,-9.797,-8.842,-11.25,-11.072,-12.192,-14.721,-10.851,-9.954,-10.122,-13.496,,,
2025-01-01,-12.464,-10.434,-11.557,-10.497,-8.331,-11.25,-11.963,-9.454,-14.721,-10.816,-7.426,-10.122,-10.325,,,
2030-01-01,-9.611,-10.305,-10.254,-10.497,-11.249,-11.684,-11.963,-9.886,-11.308,-12.37,-5.739,-9.997,-10.325,,,
2035-01-01,-10.605,-10.821,-8.758,-7.156,-11.249,-11.684,-10.648,-9.886,-14.707,-12.37,-8.533,-9.997,-9.449,,,
2040-01-01,-10.605,-10.821,-12.161,-5.284,-6.886,-11.314,-10.648,-9.31,-14.707,-13.061,-8.533,-9.919,-10.004,,,
2045-01-01,-8.088,-9.757,-12.161,-5.042,-9.834,-11.314,-9.176,-9.083,-15.118,-13.061,-6.142,-9.919,-10.004,,,
2050-01-01,-8.943,-8.991,-8.042,-15.067,-9.834,-10.22,-7.492,-10.16,-15.118,-11.296,-6.142,-6.336,-9.588,,,
2055-01-01,-8.943,-10.16,-7.147,-15.067,-3.795,-8.883,-8.419,-10.16,-11.307,-11.296,-4.948,-6.336,-9.588,,,
