,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,-0.367,-0.243,-0.191,0.853,-1.5,-0.63,-0.281,-0.362,0.057,0.283,-1.838,-0.109,0.776,0.797,,
2010-01-01,0.308,0.568,-0.49,0.239,1.06,0.146,-0.061,-0.476,-0.21,0.123,-0.598,0.218,-0.54,-0.269,,
2015-01-01,0.06,-0.325,0.681,-1.092,0.44,0.484,0.342,0.837,0.153,-0.406,2.436,-0.11,-0.236,-0.528,,
2020-01-01,-0.363,-0.416,2.322,-1.682,-0.365,0.74,0.287,0.96,0.66,-0.185,1.901,-0.392,1.468,,,
2025-01-01,-0.767,0.368,2.557,-2.228,-1.137,0.512,0.652,1.036,1.022,0.142,1.633,0.826,1.524,,,
2030-01-01,-0.496,0.599,2.033,-0.976,-2.298,1.13,1.015,1.208,0.951,0.928,2.128,1.34,1.888,,,
2035-01-01,-0.884,0.914,1.243,0.795,-1.335,2.244,0.847,0.902,-0.019,1.187,2.071,0.475,3.221,,,
2040-01-01,-0.272,-0.249,0.312,-0.198,-0.658,2.423,1.455,0.826,-0.283,0.858,1.996,-0.063,3.078,,,
2045-01-01,0.168,-1.1,-0.589,-1.971,-0.989,1.799,1.913,1.06,0.81,0.948,1.961,-0.348,1.914,,,
2050-01-01,-0.709,-0.556,-0.327,-1.98,-1.385,1.815,1.176,1.345,0.266,1.2,1.515,0.056,2.341,,,
2055-01-01,-1.144,-0.06,-0.139,-1.96,-1.663,2.8,0.158,0.93,-0.651,-0.022,0.555,-0.317,4.116,,,
