,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.574,-0.635,-0.798,-0.649,-0.62,-0.605,-0.399,-0.434,-0.597,-0.41,-0.637,-0.454,-0.796,,-0.311,
1995-01-01,-0.172,-0.434,-0.284,-0.429,-0.452,-0.425,-0.29,-0.25,-0.38,-0.237,-0.379,-0.146,-0.426,,-0.13,
2000-01-01,-0.046,-0.111,-0.026,-0.212,-0.1,-0.131,-0.051,-0.089,-0.062,-0.039,-0.143,-0.13,-0.192,,-0.015,
2005-01-01,0.199,0.229,0.275,0.111,0.133,0.176,0.066,0.125,0.168,0.042,0.176,-0.158,0.142,,0.116,
2010-01-01,0.314,0.37,0.396,0.403,0.485,0.358,0.209,0.253,0.352,0.243,0.387,0.38,0.44,,0.34,
2015-01-01,0.279,0.581,0.437,0.776,0.554,0.628,0.465,0.394,0.519,0.4,0.596,0.508,0.831,,,
2020-01-01,0.464,0.69,0.726,1.309,0.677,0.809,0.653,0.644,0.615,0.498,0.84,0.861,1.16,,,
2025-01-01,0.725,0.83,0.836,1.544,0.879,0.981,0.876,0.816,0.775,0.713,1.124,1.128,1.438,,,
2030-01-01,0.998,1.108,1.189,1.624,0.885,1.306,1.036,0.993,0.97,0.745,1.36,1.162,1.632,,,
2035-01-01,1.423,1.243,1.336,1.78,1.242,1.501,1.156,1.193,1.151,0.712,1.516,1.333,1.792,,,
2040-01-01,1.708,1.523,1.531,1.796,1.507,1.655,1.275,1.316,1.188,0.784,1.697,1.601,2.053,,,
2045-01-01,1.85,1.688,1.742,2.084,1.69,1.973,1.292,1.37,1.4,0.956,1.806,1.772,2.395,,,
2050-01-01,1.972,1.927,1.792,2.479,1.985,2.052,1.525,1.598,1.417,1.147,2.014,2.021,2.676,,,
