,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.666,-0.408,-0.485,-1.005,-0.528,-0.382,-0.236,-0.362,-0.41,-0.232,-0.538,-0.455,-0.69,,-0.36,
1995-01-01,-0.269,-0.112,-0.192,-0.627,-0.498,-0.262,-0.334,-0.17,-0.153,-0.393,-0.365,-0.217,-0.313,,-0.23,
2000-01-01,-0.038,0.166,0.132,-0.274,-0.266,0.195,-0.17,0.031,0.006,-0.143,-0.232,-0.046,0.006,,0.007,
2005-01-01,0.255,0.353,0.545,0.28,0.116,0.45,0.211,0.121,0.157,-0.048,0.121,0.069,0.136,,0.215,
2010-01-01,0.324,,,0.544,0.51,,0.167,0.2,0.176,0.182,0.37,0.219,0.274,,0.368,
2015-01-01,0.394,,,1.081,0.667,,0.362,0.181,0.225,0.634,0.645,0.43,0.588,,,
2020-01-01,0.476,,,1.314,0.727,,0.615,0.127,0.426,0.736,0.994,0.576,0.719,,,
2025-01-01,0.626,,,1.451,0.765,,0.623,0.428,0.737,0.992,1.142,0.839,1.095,,,
2030-01-01,0.915,,,1.823,0.745,,0.805,0.585,0.992,0.938,1.264,1.006,1.549,,,
2035-01-01,1.099,,,1.85,1.114,,1.006,1.002,1.333,0.944,1.453,1.079,1.724,,,
2040-01-01,1.164,,,1.945,1.515,,1.112,1.296,1.528,1.183,1.56,1.284,1.947,,,
2045-01-01,1.231,,,2.392,1.754,,1.493,1.496,1.438,1.514,1.839,1.469,2.207,,,
2050-01-01,1.274,,,2.629,1.971,,1.936,1.626,1.583,2.012,2.178,1.72,2.378,,,
