,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,-20.905,-14.32,-15.499,-14.107,-13.224,-16.768,-14.783,-14.854,-13.537,-13.835,-15.911,,-16.893,
1990-01-01,,,-14.663,-14.832,-15.499,-13.926,-13.224,-11.503,-15.148,-14.854,-12.059,-13.835,-13.656,,-16.893,
1995-01-01,,,-14.663,-14.832,-13.242,-12.101,-14.007,-13.403,-15.148,-13.566,-11.903,-12.954,-13.656,,-13.606,
2000-01-01,,,-13.568,-11.593,-13.257,-15.328,-15.252,-15.183,-13.504,-13.568,-17.049,-12.954,-14.988,,-13.366,
2005-01-01,,,-13.568,-16.312,-13.257,-15.328,-15.252,-15.183,-13.212,-14.106,-17.049,-17.684,-14.988,,-11.286,
2010-01-01,,,-11.164,-16.312,-13.707,-12.475,-14.041,-9.467,-10.2,-14.106,-13.034,-17.684,-12.485,,-13.062,
2015-01-01,,,-9.639,-9.966,-13.707,-14.903,-13.168,-16.661,-16.175,-13.114,-13.539,-9.224,-12.485,,-13.062,
2020-01-01,-10.618,-11.282,-8.87,-9.581,-13.972,-14.903,-13.168,-16.661,-16.175,-12.4,-13.539,-8.977,-13.44,,,
2025-01-01,-11.822,-11.201,-8.87,-9.581,-13.972,-13.235,-12.418,-11.566,-12.81,-14.184,-11.936,-10.834,-13.44,,,
2030-01-01,-11.822,-11.201,-8.435,-9.176,-10.372,-13.235,-11.948,-7.565,-11.039,-14.184,-8.347,-10.834,-12.545,,,
2035-01-01,-10.782,-11.421,-5.911,-9.176,-8.989,-12.028,-11.948,-9.053,-14.437,-18.1,-8.347,-8.785,-12.228,,,
2040-01-01,-11.408,-11.421,-6.981,-8.896,-10.454,-12.028,-16.11,-10.929,-14.437,-18.1,-7.582,-7.775,-12.228,,,
2045-01-01,-11.408,-10.897,-6.981,-8.757,-10.454,-10.821,-16.11,-10.929,-13.229,-15.555,-8.717,-7.775,-7.995,,,
2050-01-01,-9.581,-10.897,-6.892,-8.757,-8.465,-10.051,-11.429,-7.121,-13.229,-15.555,-8.717,-8.022,-9.887,,,
2055-01-01,-10.441,-9.562,-6.947,-8.689,-8.465,-9.632,-11.429,-7.121,-12.377,-14.678,-7.272,-8.022,-9.887,,,
