,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.373,-0.333,0.253,2.05,0.933,0.703,0.768,-0.172,0.788,0.512,-0.15,0.372,-0.119,,0.435,
1995-01-01,-0.193,0.648,0.325,1.352,0.607,0.429,0.668,-0.72,-0.039,0.104,0.282,-0.46,-0.543,,-0.177,
2000-01-01,-0.481,-0.053,-0.089,0.271,-0.124,-0.475,0.406,-0.715,-0.083,-0.158,0.172,-0.226,-0.062,,-0.011,
2005-01-01,0.457,-0.262,-0.489,-1.011,-0.181,-0.657,-0.019,0.05,-0.091,0.481,0.086,-0.052,-0.171,,0.096,
2010-01-01,0.602,,,-1.027,-0.389,,-0.804,0.405,-0.306,-0.399,0.213,-0.05,0.177,,-0.342,
2015-01-01,-0.012,,,-1.635,-0.846,,-1.018,1.153,-0.268,-0.541,-0.602,0.417,0.717,,,
2020-01-01,-0.323,,,-1.954,-0.639,,-1.138,0.929,0.195,-0.689,-1.011,-0.385,0.485,,,
2025-01-01,-0.681,,,-1.309,-0.973,,-0.971,0.258,-0.002,-1.077,-1.166,-0.394,1.208,,,
2030-01-01,-1.314,,,-1.541,-1.127,,-1.097,0.33,-0.842,-0.463,-1.537,-0.792,1.305,,,
2035-01-01,-0.875,,,-1.964,-1.473,,-1.401,0.118,-0.663,-0.233,-0.806,-1.187,1.143,,,
2040-01-01,-1.132,,,-2.248,-1.352,,-1.217,0.634,-1.843,-0.332,-1.23,-0.538,1.713,,,
2045-01-01,-1.794,,,-2.788,-2.511,,-0.674,1.433,-2.032,-0.371,-1.343,-0.463,1.692,,,
2050-01-01,-2.204,,,-3.23,-2.332,,0.097,1.067,-2.348,0.013,-0.662,-0.235,1.248,,,
