,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.558,-0.633,-0.842,-0.539,-0.565,-0.536,-0.446,-0.431,-0.553,-0.426,-0.565,-0.301,-0.812,,-0.282,
1995-01-01,-0.207,-0.414,-0.244,-0.397,-0.337,-0.341,-0.288,-0.235,-0.298,-0.156,-0.308,-0.007,-0.382,,-0.096,
2000-01-01,-0.094,-0.171,0.017,-0.243,-0.024,-0.191,-0.038,-0.092,-0.089,0.036,-0.192,-0.112,-0.193,,-0.026,
2005-01-01,0.13,0.19,0.274,0.071,0.134,0.141,0.062,0.067,0.137,0.084,0.127,-0.188,0.184,,0.084,
2010-01-01,0.337,0.523,0.41,0.379,0.365,0.344,0.285,0.313,0.329,0.199,0.368,0.204,0.449,,0.32,
2015-01-01,0.392,0.505,0.385,0.728,0.425,0.583,0.425,0.378,0.474,0.262,0.572,0.403,0.755,,,
2020-01-01,0.605,0.662,0.528,1.069,0.669,0.895,0.549,0.696,0.718,0.398,1.012,0.798,1.027,,,
2025-01-01,0.895,0.722,0.508,1.605,1.122,1.278,0.68,1.0,1.022,0.593,1.345,1.133,1.46,,,
2030-01-01,1.115,0.811,0.579,1.844,1.241,1.446,0.82,1.17,1.305,0.738,1.57,1.299,1.836,,,
2035-01-01,1.457,1.223,0.643,2.288,1.676,1.702,1.154,1.425,1.519,0.972,1.782,1.568,2.246,,,
2040-01-01,1.829,1.577,0.92,2.703,1.805,1.875,1.257,1.479,1.702,1.122,1.898,1.847,2.781,,,
2045-01-01,2.128,1.893,1.401,2.792,2.026,2.162,1.517,1.613,1.804,1.337,2.016,2.018,3.235,,,
2050-01-01,2.465,2.194,1.808,3.151,2.452,2.494,1.824,1.883,2.013,1.559,2.272,2.311,3.737,,,
