,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.713,-0.428,-0.503,-0.833,-0.526,-0.371,-0.309,-0.363,-0.474,-0.348,-0.605,-0.604,-0.755,,-0.267,
1995-01-01,-0.294,-0.2,-0.125,-0.529,-0.435,-0.214,-0.289,-0.144,-0.334,-0.288,-0.41,-0.261,-0.422,,-0.138,
2000-01-01,-0.046,0.155,0.156,-0.26,-0.124,0.143,-0.098,-0.012,-0.046,-0.101,-0.163,-0.064,-0.115,,-0.009,
2005-01-01,0.226,0.474,0.472,0.156,0.124,0.443,0.05,0.161,0.168,0.017,0.144,0.042,0.172,,0.1,
2010-01-01,0.371,,,0.444,0.413,,0.215,0.182,0.291,0.238,0.42,0.363,0.41,,0.314,
2015-01-01,0.456,,,1.022,0.548,,0.431,0.175,0.394,0.482,0.614,0.524,0.71,,,
2020-01-01,0.553,,,1.45,0.722,,0.598,0.293,0.487,0.546,0.911,0.66,0.829,,,
2025-01-01,0.831,,,1.678,0.859,,0.662,0.52,0.819,0.846,1.096,0.89,1.261,,,
2030-01-01,1.227,,,1.936,0.922,,0.797,0.718,1.084,0.94,1.184,1.089,1.6,,,
2035-01-01,1.413,,,1.993,1.266,,1.003,0.942,1.424,1.084,1.429,1.248,1.816,,,
2040-01-01,1.606,,,2.204,1.437,,1.213,1.188,1.714,1.32,1.599,1.51,2.233,,,
2045-01-01,1.773,,,2.541,1.736,,1.435,1.314,1.715,1.599,1.859,1.808,2.453,,,
2050-01-01,1.919,,,2.861,1.828,,1.783,1.605,1.876,1.862,2.099,2.048,2.686,,,
