,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.046,-0.317,-0.357,-0.182,-0.338,-0.26,-0.254,-0.301,-0.39,-0.305,-0.301,-0.148,-0.267,,0.014,
1995-01-01,0.12,-0.337,-0.118,-0.226,-0.129,-0.14,-0.124,-0.207,-0.209,-0.096,-0.167,-0.102,-0.24,,0.015,
2000-01-01,-0.024,-0.105,-0.034,-0.08,0.024,-0.039,-0.0,-0.014,-0.006,-0.021,-0.063,-0.055,-0.16,,-0.004,
2005-01-01,0.06,0.14,0.144,-0.107,0.034,0.012,0.003,0.114,0.106,0.0,0.035,-0.273,0.07,,-0.063,
2010-01-01,-0.035,0.207,0.176,0.135,0.198,0.162,0.126,0.159,0.237,0.113,0.167,0.192,0.102,,0.039,
2015-01-01,-0.076,0.414,0.189,0.46,0.211,0.265,0.249,0.249,0.26,0.309,0.329,0.385,0.495,,,
2020-01-01,0.161,0.395,0.218,0.713,0.42,0.423,0.472,0.33,0.305,0.223,0.518,0.527,0.952,,,
2025-01-01,0.399,0.423,0.252,0.904,0.642,0.627,0.607,0.42,0.382,0.302,0.704,0.924,1.045,,,
2030-01-01,0.537,0.592,0.425,0.986,0.717,0.849,0.766,0.516,0.56,0.265,0.887,0.799,1.27,,,
2035-01-01,0.868,0.552,0.442,1.019,0.851,1.042,0.888,0.714,0.729,0.081,0.973,0.802,1.383,,,
2040-01-01,1.158,0.786,0.628,1.042,0.953,1.231,1.009,0.734,0.753,0.35,1.087,1.164,1.486,,,
2045-01-01,1.348,1.096,0.807,1.105,1.058,1.452,1.205,0.738,0.925,0.512,1.244,1.186,1.852,,,
2050-01-01,1.483,1.327,0.893,1.257,1.205,1.64,1.355,0.942,1.019,0.762,1.382,1.345,2.107,,,
