,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,928.998,963.323,1012.752,923.05,993.882,990.893,1018.915,991.471,881.796,1051.237,964.695,989.783,910.636,,,921.162
1990-01-01,1053.521,963.323,1012.752,986.796,993.882,1010.703,988.286,935.625,1028.562,1012.699,1001.805,915.671,1008.348,,,921.162
1995-01-01,1006.602,1043.12,917.031,986.796,960.676,977.803,988.286,935.625,1028.562,902.74,930.154,915.671,1025.405,,,955.864
2000-01-01,1006.602,1121.081,917.031,1058.287,960.676,943.242,995.941,891.236,1071.395,902.74,930.154,993.147,952.787,,,985.837
2005-01-01,959.17,985.908,938.898,990.339,925.273,929.702,995.941,891.236,943.357,911.583,1009.82,993.147,952.787,,,1011.29
2010-01-01,959.17,984.371,938.898,932.401,925.273,929.702,911.35,1082.438,943.357,946.164,994.948,1001.325,1069.179,,,1007.378
2015-01-01,935.617,984.371,1072.706,932.401,1050.409,1028.024,911.35,1082.438,913.039,1082.907,978.492,1001.325,890.928,,,1007.378
2020-01-01,935.617,1024.696,1049.108,1019.179,1081.287,975.837,1042.088,1152.359,913.039,1014.861,978.492,1072.657,890.928,,,
2025-01-01,951.749,944.297,1049.108,1019.179,1055.976,941.817,1107.502,1084.729,989.944,1014.861,1024.559,953.68,999.888,,,
2030-01-01,970.608,927.188,1104.402,1107.187,1055.976,941.817,1043.402,1084.729,964.796,933.199,1047.026,953.68,999.888,,,
2035-01-01,1086.66,927.188,1099.854,1044.294,1055.093,944.209,1043.402,1059.335,964.796,834.475,982.239,1056.074,1135.294,,,
2040-01-01,1090.643,1044.311,951.109,1044.294,1040.783,1005.071,1088.2,1059.335,1070.062,834.475,976.415,994.358,1022.986,,,
2045-01-01,1021.026,1030.812,951.109,1106.076,1040.783,1005.071,1066.558,1077.761,1053.536,1028.759,976.415,994.358,1022.986,,,
2050-01-01,1021.026,1030.812,861.652,1094.453,1167.171,999.547,1054.568,1093.49,879.698,1021.128,1080.196,1080.832,977.564,,,
2055-01-01,1035.514,987.723,861.652,1094.453,1165.178,999.547,1054.568,1077.062,879.698,964.598,1102.048,1066.033,977.564,,,
