,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,34.519,34.186,34.956,34.555,35.991,35.134,35.898,35.324,34.652,36.061,35.938,,36.305,
1990-01-01,,,35.899,34.163,34.118,35.318,34.584,37.187,34.842,35.324,35.175,36.061,32.756,,36.305,
1995-01-01,,,37.753,34.609,36.451,35.666,34.13,37.187,35.928,35.948,35.785,35.572,36.099,,35.765,
2000-01-01,,,37.753,36.471,36.451,35.666,37.425,35.239,36.007,35.948,35.785,34.139,37.335,,35.765,
2005-01-01,,,34.285,36.471,35.232,37.58,37.425,36.31,36.809,36.674,35.734,36.869,37.335,,36.535,
2010-01-01,,,36.157,38.264,37.609,37.58,36.006,36.31,36.809,36.674,37.649,36.869,36.876,,36.535,
2015-01-01,,,,38.264,37.609,,36.865,35.058,36.132,36.537,37.649,36.856,36.088,,35.218,
2020-01-01,36.98,,,39.051,36.817,,36.977,36.579,38.06,36.537,37.638,36.856,36.397,,,
2025-01-01,36.98,,,39.051,39.078,,36.977,36.579,38.06,35.736,37.638,35.412,38.302,,,
2030-01-01,37.136,,,38.496,39.466,,36.063,37.671,39.198,35.736,36.819,35.867,38.302,,,
2035-01-01,37.984,,,38.496,39.466,,36.757,37.671,39.671,37.238,36.819,35.867,37.471,,,
2040-01-01,39.36,,,36.455,40.817,,39.866,38.125,39.671,40.139,37.245,36.817,38.803,,,
2045-01-01,39.36,,,37.711,40.817,,39.866,38.125,38.64,40.139,37.574,39.504,39.856,,,
2050-01-01,38.659,,,38.065,37.381,,37.905,37.894,38.663,39.742,38.085,39.504,39.856,,,
2055-01-01,38.659,,,42.204,37.034,,38.713,38.04,39.712,38.399,38.637,37.629,39.616,,,
