,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,33.334,32.837,32.718,32.836,32.251,32.59,32.831,31.673,32.771,32.198,34.724,,32.47,
1990-01-01,,,32.459,32.479,32.314,32.836,32.251,32.59,32.831,31.605,32.771,32.382,31.025,,33.429,
1995-01-01,,,32.774,32.715,32.993,32.849,32.553,32.586,33.104,35.12,32.422,32.414,31.853,,33.429,
2000-01-01,,,32.774,32.715,32.993,32.849,34.238,33.481,34.164,35.12,32.87,32.92,32.449,,32.996,
2005-01-01,,,33.618,33.154,33.377,33.221,34.238,33.735,34.164,32.257,32.939,32.92,33.65,,32.996,
2010-01-01,,,33.618,34.213,34.064,33.664,33.497,33.735,32.583,32.257,33.874,34.845,33.65,,33.601,
2015-01-01,,,33.945,34.408,34.064,34.266,33.497,33.807,32.848,34.491,34.876,34.845,35.172,,33.601,
2020-01-01,33.486,34.633,33.945,34.408,33.08,34.266,33.234,33.807,34.144,34.491,34.876,34.913,35.787,,,
2025-01-01,35.967,33.274,32.873,34.835,32.83,34.321,33.968,34.328,34.144,34.963,34.538,34.913,35.909,,,
2030-01-01,35.967,34.954,32.901,35.856,33.758,34.497,33.968,34.328,37.769,34.963,34.538,37.011,40.002,,,
2035-01-01,34.92,34.954,34.936,38.554,36.766,34.497,33.904,33.647,37.769,34.422,34.181,37.011,40.002,,,
2040-01-01,33.645,36.052,34.936,38.554,36.766,36.001,34.082,33.647,37.948,35.527,34.181,35.69,37.407,,,
2045-01-01,36.303,36.052,35.729,35.528,34.999,36.001,34.952,32.661,37.948,35.527,34.194,36.246,38.109,,,
2050-01-01,36.382,35.901,35.729,35.858,36.069,35.442,34.952,32.661,35.493,35.478,34.214,36.246,39.161,,,
2055-01-01,36.382,37.231,35.181,38.947,36.069,37.737,34.556,33.109,35.493,35.478,34.863,34.55,39.795,,,
