,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.129,-0.443,0.439,3.066,1.215,0.872,1.53,-0.532,0.851,1.487,0.04,0.951,0.349,,0.519,
1995-01-01,-0.141,0.601,0.497,1.939,0.797,0.692,1.063,-1.012,0.876,0.7,0.132,-0.281,-0.327,,0.058,
2000-01-01,-0.232,0.162,-0.108,0.119,-0.105,-0.545,0.587,-0.853,-0.091,0.368,0.105,-0.26,-0.121,,-0.057,
2005-01-01,0.533,-0.32,-0.828,-1.356,-0.211,-1.018,0.028,-0.109,0.239,0.539,0.098,-0.198,-0.316,,-0.131,
2010-01-01,0.375,,,-1.523,-0.598,,-1.222,0.441,-0.518,-1.265,0.204,-0.385,-0.154,,-0.388,
2015-01-01,-0.406,,,-2.245,-1.099,,-1.985,2.065,-1.357,-1.83,-0.579,0.174,0.568,,,
2020-01-01,-0.816,,,-2.613,-1.011,,-2.398,1.308,-0.348,-2.863,-1.182,-0.578,0.382,,,
2025-01-01,-0.701,,,-2.177,-1.543,,-2.478,0.493,-1.503,-3.448,-1.338,-0.471,1.084,,,
2030-01-01,-1.067,,,-2.698,-1.74,,-2.313,0.681,-2.176,-2.302,-1.604,-0.196,1.092,,,
2035-01-01,-0.34,,,-3.618,-2.588,,-2.491,0.295,-1.719,-2.048,-1.183,-0.547,0.672,,,
2040-01-01,-0.783,,,-4.689,-2.964,,-2.612,1.328,-3.429,-1.945,-1.436,0.083,1.242,,,
2045-01-01,-1.748,,,-6.106,-4.345,,-1.716,2.377,-2.537,-1.904,-1.898,-0.261,1.149,,,
2050-01-01,-2.243,,,-7.179,-4.647,,-0.782,1.21,-3.149,-1.854,-1.392,-0.485,0.339,,,
