,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,-0.111,-0.934,-0.282,-0.182,-0.677,-0.14,-1.304,-0.574,0.597,0.782,-2.465,0.022,0.245,0.053,,
2010-01-01,0.132,0.934,0.282,0.427,0.901,0.14,-0.32,0.344,-0.001,0.25,0.253,0.26,-0.487,-0.063,,
2015-01-01,-0.021,,,-0.245,-0.223,,1.624,0.23,-0.596,-1.032,2.212,-0.282,0.242,0.01,,
2020-01-01,-0.376,,,0.627,-1.159,,1.278,0.34,-0.695,2.334,1.517,0.451,2.546,,,
2025-01-01,0.113,,,1.442,-1.424,,1.325,-0.082,0.306,3.643,1.966,1.253,1.527,,,
2030-01-01,0.096,,,0.612,-0.321,,0.987,0.098,1.731,2.197,2.137,1.002,-0.086,,,
2035-01-01,0.815,,,0.916,0.918,,-0.356,0.168,2.053,1.58,2.905,1.5,1.769,,,
2040-01-01,1.926,,,1.256,1.342,,0.773,-1.44,1.327,2.087,2.386,0.907,1.985,,,
2045-01-01,1.155,,,0.153,2.09,,2.003,0.205,0.712,2.714,1.771,0.794,1.156,,,
2050-01-01,0.167,,,0.957,0.97,,2.528,1.761,-0.572,3.585,1.824,0.461,1.514,,,
2055-01-01,0.772,,,1.774,-2.14,,2.279,0.148,-0.506,4.043,1.715,-0.007,1.612,,,
