,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-1.191,1.294,0.863,-1.737,-1.439,-2.507,1.44,-0.385,-1.695,1.862,1.173,-4.075,-1.665,,,3.764
1995-01-01,3.166,1.438,-1.643,-1.997,0.327,-0.621,1.062,-1.31,-0.445,-0.634,-0.082,-2.007,-0.712,,,-2.521
2000-01-01,1.553,1.969,-1.971,0.029,-0.402,0.95,-0.267,-0.193,0.632,-2.437,1.111,0.919,-1.386,,,-0.567
2005-01-01,1.51,-1.113,0.559,-1.112,1.137,0.544,-0.462,0.221,0.399,-2.053,-1.833,-2.313,-0.058,,,0.853
2010-01-01,-1.916,-1.583,-0.738,1.669,0.353,0.973,-1.323,-1.075,0.967,0.014,-1.334,3.434,1.757,,,-1.529
2015-01-01,-3.122,-2.005,2.93,3.147,0.024,0.662,-0.449,2.742,0.141,3.249,0.965,4.042,2.064,,,
2020-01-01,-0.94,-0.3,2.793,2.872,3.164,-0.345,-1.005,2.275,0.277,3.208,-0.253,1.065,1.016,,,
2025-01-01,-0.602,0.381,2.297,-1.584,0.503,-1.815,-1.005,2.289,-0.87,5.098,2.481,4.758,0.633,,,
2030-01-01,2.277,0.074,4.371,-3.821,1.506,-1.101,0.349,4.774,-1.274,3.642,1.684,3.049,-3.035,,,
2035-01-01,1.385,2.499,3.808,-4.802,0.172,-1.706,0.266,3.074,-1.592,1.954,1.553,5.361,-2.367,,,
2040-01-01,1.049,4.041,3.354,-4.356,1.11,-2.256,1.457,4.395,-2.52,1.68,3.464,11.515,0.253,,,
2045-01-01,2.741,6.756,1.944,1.563,5.185,-0.514,1.909,4.462,-1.711,-0.146,2.988,10.145,-1.29,,,
2050-01-01,3.645,9.446,3.549,3.186,5.193,-1.845,1.129,3.295,-1.227,1.722,4.944,11.77,0.01,,,
