,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,0.312,-1.265,-0.742,0.542,-0.555,-0.567,-0.409,-0.125,0.902,0.248,-1.71,-0.546,-0.259,0.25,,
2010-01-01,0.498,1.265,0.742,0.057,0.369,0.567,-0.248,-0.205,-0.26,0.115,-0.0,-0.027,-0.504,-0.449,,
2015-01-01,-0.81,,,-0.599,0.186,,0.657,0.33,-0.642,-0.363,1.71,0.573,0.763,0.199,,
2020-01-01,0.122,,,0.607,0.165,,0.082,0.148,-0.272,0.314,2.725,0.541,1.75,,,
2025-01-01,1.342,,,1.444,0.29,,-0.395,-0.221,-0.223,1.045,3.67,1.213,2.02,,,
2030-01-01,1.246,,,1.169,0.125,,0.499,-0.828,-0.18,1.561,3.636,1.78,2.317,,,
2035-01-01,1.836,,,-0.074,0.492,,0.448,-0.933,-0.043,2.551,4.225,1.845,1.799,,,
2040-01-01,1.604,,,-0.377,1.257,,0.309,-1.02,-0.096,3.309,3.811,2.173,1.341,,,
2045-01-01,2.197,,,0.102,0.565,,0.903,-0.908,-0.293,3.33,4.089,1.685,1.172,,,
2050-01-01,3.334,,,0.136,0.491,,1.389,-0.777,-0.226,2.645,4.785,1.697,-0.414,,,
2055-01-01,2.765,,,-0.733,0.705,,1.405,-1.215,0.634,2.231,3.413,1.688,0.169,,,
