,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.564,0.517,0.014,0.483,0.273,0.874,0.891,-0.536,1.122,-0.154,0.445,0.734,-0.452,,-0.287,
1995-01-01,0.384,1.365,-0.085,0.17,-0.209,0.251,0.219,-0.48,0.413,-0.842,0.119,-0.098,-0.905,,-0.776,
2000-01-01,0.076,0.464,-0.399,-0.26,-0.576,0.047,-0.068,-0.171,0.282,-0.401,-0.378,0.303,-0.192,,-0.197,
2005-01-01,0.404,0.055,0.317,-0.852,-0.608,-0.091,0.095,0.364,-0.07,0.162,-0.582,0.503,-0.121,,0.766,
2010-01-01,-0.74,-0.888,0.358,0.363,0.687,-0.272,-0.606,0.467,-0.899,0.637,-0.161,-0.716,0.667,,0.494,
2015-01-01,-0.688,-1.513,-0.205,0.096,0.434,-0.808,-0.532,0.357,-0.847,0.597,0.558,-0.726,1.001,,,
2020-01-01,-1.01,-1.254,-1.042,-0.523,0.054,-1.031,0.499,-0.261,-0.445,0.287,0.96,-1.733,0.761,,,
2025-01-01,-1.031,-0.84,-2.226,-0.636,-1.242,-1.808,1.168,-0.619,-0.653,-0.142,0.256,-1.612,0.974,,,
2030-01-01,-0.22,-1.12,-2.03,-1.736,-2.48,-2.518,1.932,-1.098,-0.414,-0.623,-0.375,-0.775,0.079,,,
2035-01-01,-0.552,-1.276,-2.126,-1.339,-2.434,-3.127,2.732,-1.066,-0.637,0.106,-1.488,-0.455,0.293,,,
2040-01-01,-0.418,-0.899,-2.794,-1.314,-2.915,-3.597,2.244,-0.188,-1.17,0.424,-2.415,-0.352,-0.005,,,
2045-01-01,-0.83,-0.734,-3.319,-1.931,-3.185,-3.414,2.783,0.469,-1.252,0.622,-2.562,-0.831,-0.183,,,
2050-01-01,-0.201,-0.61,-4.437,-2.658,-3.398,-3.21,2.551,0.643,-1.156,0.835,-2.284,-1.189,0.236,,,
