,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.878,-0.812,-0.593,-0.888,-0.489,-0.705,-0.207,-0.414,-0.318,-0.315,-0.531,-0.836,-0.771,,-0.261,
1995-01-01,-0.44,-0.54,-0.387,-0.568,-0.389,-0.552,-0.28,-0.168,-0.276,-0.339,-0.406,-0.422,-0.54,,-0.133,
2000-01-01,-0.067,-0.142,-0.129,-0.193,-0.113,-0.138,-0.161,-0.021,-0.016,-0.176,-0.158,-0.028,-0.156,,0.014,
2005-01-01,0.223,0.168,0.232,0.261,0.108,0.185,-0.027,0.097,0.123,-0.027,0.123,0.228,0.165,,0.071,
2010-01-01,0.513,0.455,0.371,0.504,0.363,0.405,0.201,0.157,0.104,0.267,0.368,0.508,0.512,,0.309,
2015-01-01,0.65,0.87,0.507,0.884,0.52,0.806,0.474,0.35,0.383,0.591,0.604,0.549,0.789,,,
2020-01-01,0.907,1.022,0.764,1.287,0.603,0.944,0.67,0.464,0.531,0.846,0.77,0.605,0.855,,,
2025-01-01,1.215,1.25,0.905,1.414,0.685,1.199,0.897,0.557,0.853,1.273,1.071,0.887,1.119,,,
2030-01-01,1.588,1.682,1.133,1.704,0.719,1.566,1.067,0.75,1.124,1.266,1.423,1.058,1.284,,,
2035-01-01,1.749,2.095,1.542,1.95,1.082,1.723,1.177,0.782,1.141,1.365,1.696,1.385,1.477,,,
2040-01-01,1.82,2.415,1.896,2.004,1.396,1.852,1.38,1.01,1.189,1.367,1.891,1.696,1.734,,,
2045-01-01,1.929,2.535,2.0,2.342,1.524,2.05,1.447,1.205,1.159,1.449,2.074,1.795,1.958,,,
2050-01-01,2.031,2.65,2.184,2.62,1.768,2.218,1.544,1.46,1.133,1.544,2.158,2.053,2.29,,,
