,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.416,-0.1,0.506,0.114,-0.129,-1.102,-0.288,-0.827,-0.221,0.477,-0.038,-0.358,0.813,,0.27,
1995-01-01,-0.087,0.164,0.557,0.037,0.155,-0.665,-0.161,0.327,-0.24,0.595,0.003,-0.304,0.286,,0.84,
2000-01-01,0.083,0.065,-0.135,-0.027,0.067,-0.244,0.253,0.432,-0.266,-0.128,0.268,0.127,0.068,,0.285,
2005-01-01,0.024,0.05,-0.652,-0.238,0.177,0.342,0.037,0.129,0.028,0.1,0.132,0.026,-0.084,,-0.333,
2010-01-01,0.128,0.046,-0.41,-0.108,-0.17,0.769,0.026,0.018,0.224,-0.278,-0.169,0.103,-0.354,,-1.062,
2015-01-01,0.269,-0.225,0.134,0.221,-0.1,0.9,0.132,-0.078,0.474,-0.767,-0.196,0.405,-0.729,,,
2020-01-01,0.447,0.24,0.886,-0.005,0.187,0.857,0.004,0.065,0.123,-1.604,-0.246,0.45,-1.154,,,
2025-01-01,0.326,0.211,1.151,0.059,0.204,0.885,-0.297,0.573,-0.062,-2.554,0.011,0.524,-1.208,,,
2030-01-01,-0.059,0.287,0.923,-0.007,0.175,0.849,-0.458,1.114,-0.383,-2.597,0.648,0.027,-1.253,,,
2035-01-01,-0.438,0.064,0.615,-0.031,-0.28,0.648,-0.804,1.163,-0.909,-2.43,0.668,0.067,-0.989,,,
2040-01-01,-0.652,-0.579,0.462,0.433,-0.235,0.567,-0.995,0.489,-0.09,-1.459,0.879,0.194,-0.817,,,
2045-01-01,-0.237,-0.658,0.474,0.675,-0.245,0.201,-0.978,0.409,0.133,-0.732,1.162,0.489,-1.282,,,
2050-01-01,-0.196,-0.327,0.091,0.731,-0.069,0.156,-0.783,0.063,0.291,-0.365,1.172,0.649,-1.39,,,
