,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-3.908,-2.565,-1.05,2.238,-1.735,0.139,0.079,-2.189,-0.343,0.571,-0.112,-2.722,-1.109,,,-2.76
1995-01-01,-1.005,0.679,0.857,0.675,0.464,0.261,-0.339,-1.12,-1.156,0.674,0.223,-1.927,-2.696,,,-1.861
2000-01-01,-1.301,1.097,-0.054,-0.862,-2.276,-0.819,-0.564,-0.31,-0.501,-1.69,-0.701,0.593,-0.268,,,0.537
2005-01-01,0.513,0.789,0.247,-2.281,-1.603,0.419,0.177,-0.18,-0.872,-1.24,-0.605,0.904,0.529,,,0.336
2010-01-01,2.967,,,0.446,2.192,,-0.089,1.921,1.088,2.082,0.958,1.897,0.543,,,3.749
2015-01-01,2.733,,,-0.216,2.959,,0.736,1.878,1.783,-0.397,0.237,1.255,3.002,,,
2020-01-01,3.193,,,2.853,7.506,,0.654,3.449,2.78,2.937,0.737,1.421,4.982,,,
2025-01-01,3.24,,,3.281,8.938,,3.298,3.717,2.331,1.929,1.691,-0.092,5.376,,,
2030-01-01,-1.094,,,3.277,8.383,,6.016,6.084,-0.568,0.27,0.752,-2.222,4.284,,,
2035-01-01,1.193,,,7.02,6.9,,5.719,9.194,-1.06,0.513,4.292,-1.468,6.895,,,
2040-01-01,2.167,,,5.274,5.582,,5.936,5.794,0.086,1.38,4.348,-1.062,5.751,,,
2045-01-01,5.067,,,6.073,5.615,,5.646,7.197,3.021,1.619,5.996,2.132,7.461,,,
2050-01-01,6.846,,,5.745,7.782,,5.675,5.084,4.064,1.358,10.306,2.76,10.296,,,
