,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-1.306,-1.263,-1.288,-1.417,-0.973,-1.149,-0.588,-0.752,-0.887,-0.656,-1.082,-1.111,-1.414,,-0.481,
1995-01-01,-0.551,-0.854,-0.607,-0.869,-0.81,-0.868,-0.551,-0.358,-0.636,-0.548,-0.73,-0.493,-0.814,,-0.248,
2000-01-01,-0.105,-0.214,-0.102,-0.385,-0.25,-0.225,-0.208,-0.12,-0.116,-0.212,-0.286,-0.138,-0.263,,-0.016,
2005-01-01,0.384,0.36,0.467,0.363,0.197,0.316,0.059,0.191,0.268,-0.0,0.267,0.052,0.254,,0.181,
2010-01-01,0.755,0.722,0.701,0.833,0.797,0.66,0.395,0.372,0.496,0.484,0.711,0.762,0.873,,0.565,
2015-01-01,0.823,1.25,0.829,1.475,1.039,1.266,0.892,0.667,0.875,0.932,1.12,0.928,1.364,,,
2020-01-01,1.182,1.449,1.294,2.336,1.249,1.559,1.233,1.049,1.116,1.278,1.49,1.292,1.716,,,
2025-01-01,1.634,1.743,1.533,2.646,1.468,1.914,1.639,1.281,1.526,1.879,1.999,1.754,2.21,,,
2030-01-01,2.201,2.367,2.06,2.97,1.45,2.513,1.923,1.64,1.873,1.895,2.49,1.962,2.51,,,
2035-01-01,2.71,2.87,2.536,3.332,2.092,2.849,2.107,1.886,2.063,1.971,2.852,2.384,2.882,,,
2040-01-01,3.034,3.416,3.025,3.44,2.59,3.114,2.402,2.187,2.145,2.025,3.175,2.868,3.384,,,
2045-01-01,3.276,3.69,3.316,3.983,2.893,3.6,2.486,2.447,2.331,2.218,3.412,3.158,3.907,,,
2050-01-01,3.505,3.993,3.517,4.583,3.432,3.793,2.811,2.803,2.312,2.429,3.729,3.585,4.457,,,
