,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.523,0.598,1.054,0.44,0.023,-0.519,0.76,0.2,-0.053,0.984,0.707,-0.593,0.995,,1.457,
1995-01-01,0.44,0.045,-0.254,0.007,0.202,-0.122,0.493,-0.256,0.163,-0.089,0.055,-0.586,0.297,,0.699,
2000-01-01,0.095,-0.04,-0.549,0.696,-0.164,0.568,0.08,-0.119,0.122,-0.775,0.407,0.461,-0.202,,0.128,
2005-01-01,-0.308,-0.603,-0.251,-0.173,0.033,0.072,0.002,-0.113,-0.125,-0.495,-0.484,0.075,-0.37,,-0.528,
2010-01-01,-0.398,,,-0.206,0.056,,-0.597,-0.238,0.193,0.158,-0.598,0.419,-0.306,,-1.756,
2015-01-01,-0.352,,,-0.764,-0.15,,-0.74,0.526,-0.3,0.217,-0.088,0.224,-0.415,,,
2020-01-01,-0.092,,,-2.022,0.34,,-0.491,0.498,-0.341,0.425,-0.462,0.19,0.062,,,
2025-01-01,-0.412,,,-1.982,-0.293,,-0.739,0.69,-0.727,-0.229,0.139,-0.073,-0.845,,,
2030-01-01,-0.422,,,-2.755,0.189,,-0.275,0.366,-1.529,-0.987,0.24,-0.442,-1.326,,,
2035-01-01,-0.567,,,-2.457,0.171,,0.334,0.683,-2.24,-0.781,-0.051,-0.489,-1.171,,,
2040-01-01,-0.681,,,-2.01,-0.069,,0.524,0.35,-2.476,-1.219,-0.572,-1.176,-1.743,,,
2045-01-01,-0.007,,,-2.786,0.027,,0.527,-0.235,-2.357,-1.138,-0.581,-0.839,-1.439,,,
2050-01-01,-0.094,,,-2.554,-0.398,,0.457,-0.566,-1.841,-0.424,-0.423,-0.809,-0.889,,,
