,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,272.921,258.115,314.761,286.26,319.432,183.609,315.379,282.256,279.395,267.914,270.962,261.647,319.152,,,268.895
1990-01-01,289.772,284.963,338.44,286.26,310.697,280.876,316.073,323.539,265.091,348.278,270.962,261.647,309.086,,,268.895
1995-01-01,322.149,284.963,254.703,284.033,310.697,326.652,311.606,249.261,265.091,278.513,340.21,268.613,306.151,,,370.576
2000-01-01,307.925,303.526,254.703,245.009,357.542,326.652,257.086,249.261,341.195,257.594,270.209,268.613,267.17,,,255.046
2005-01-01,195.478,302.049,272.518,245.009,227.253,285.802,257.086,254.497,288.094,257.594,270.209,300.181,267.17,,,255.046
2010-01-01,195.478,275.85,265.358,309.635,227.253,285.802,269.804,295.446,263.488,283.008,277.67,300.181,278.816,,,273.692
2015-01-01,320.137,260.823,265.358,309.635,212.969,276.447,238.807,311.582,263.488,272.941,265.621,304.96,218.296,,,273.692
2020-01-01,248.803,202.704,291.153,326.992,212.969,275.783,238.807,311.582,275.556,263.66,265.621,331.429,218.296,,,
2025-01-01,243.032,202.704,301.009,283.258,250.644,275.783,248.376,330.607,275.556,263.66,385.646,314.154,289.155,,,
2030-01-01,243.032,285.447,242.202,202.398,250.644,301.197,248.376,285.211,291.663,213.452,174.459,314.154,291.944,,,
2035-01-01,281.586,333.56,202.782,202.398,298.079,232.08,250.087,270.817,274.835,213.452,174.459,271.888,234.983,,,
2040-01-01,281.586,262.406,202.782,265.439,258.048,232.08,305.378,244.673,274.835,170.432,415.054,271.888,181.907,,,
2045-01-01,308.33,262.406,215.426,265.439,258.048,297.235,305.378,244.673,319.36,170.432,386.045,303.499,181.907,,,
2050-01-01,308.33,275.353,283.731,199.266,221.643,290.33,268.393,275.222,261.566,207.35,386.045,395.734,308.366,,,
2055-01-01,286.717,310.407,220.423,199.266,206.066,231.876,268.393,320.304,261.566,254.799,316.471,357.344,308.366,,,
