,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,0.182,-1.208,-0.661,0.64,-0.553,-0.675,-0.19,-0.271,1.153,0.281,-1.45,-0.558,-0.55,0.236,,
2010-01-01,0.542,1.208,0.661,0.108,0.253,0.675,-0.239,-0.166,-0.197,0.213,0.022,-0.124,-0.329,-0.688,,
2015-01-01,-0.724,,,-0.748,0.3,,0.43,0.437,-0.956,-0.495,1.428,0.683,0.879,0.452,,
2020-01-01,0.197,,,0.263,0.507,,-0.283,0.088,-0.349,-0.036,2.543,0.59,1.043,,,
2025-01-01,1.21,,,1.246,0.361,,-0.802,-0.34,-0.207,0.296,3.533,0.838,1.293,,,
2030-01-01,1.11,,,0.946,-0.283,,0.144,-0.791,-0.519,0.569,3.616,1.393,2.051,,,
2035-01-01,1.465,,,-0.726,-0.012,,0.148,-1.024,-0.537,1.615,3.982,1.548,1.185,,,
2040-01-01,0.998,,,-1.153,0.828,,0.478,-1.054,-0.436,2.523,3.593,1.903,0.912,,,
2045-01-01,1.597,,,-0.32,0.045,,1.035,-0.706,-0.733,3.26,3.983,1.341,1.012,,,
2050-01-01,2.858,,,0.181,0.255,,0.847,-0.785,-0.613,2.572,4.545,1.286,-0.326,,,
2055-01-01,2.347,,,-0.485,0.92,,1.055,-1.365,0.439,1.458,3.395,1.446,0.439,,,
