,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.436,0.898,0.062,1.492,0.558,0.472,-0.038,-0.042,0.749,-0.326,-0.657,0.594,0.057,,0.732,
1995-01-01,0.058,1.406,0.257,1.063,0.294,0.287,0.317,-0.643,-0.197,-0.2,0.152,0.031,-0.19,,0.016,
2000-01-01,-0.214,0.862,0.142,0.359,-0.274,-0.186,0.412,-0.621,0.036,-0.434,0.002,-0.013,0.193,,0.183,
2005-01-01,0.994,0.756,-0.136,-0.762,-0.221,-0.074,-0.006,0.016,-0.05,0.485,-0.144,0.298,-0.179,,-0.157,
2010-01-01,0.276,-1.592,0.074,-0.89,0.057,-0.062,-0.057,0.638,-0.327,0.299,0.218,-0.218,-0.186,,-0.773,
2015-01-01,-0.676,-2.329,-0.399,-1.262,-0.414,-0.437,-0.629,0.652,-0.211,0.176,0.429,-0.692,0.304,,,
2020-01-01,-1.381,-2.17,-1.375,-1.611,0.137,-0.612,-1.049,0.667,-0.587,-0.048,-0.001,-1.25,0.476,,,
2025-01-01,-2.112,-2.348,-1.376,-1.42,-0.821,-1.674,-0.263,0.314,-0.626,-1.184,-0.917,-1.492,1.277,,,
2030-01-01,-2.133,-2.024,-1.627,-2.108,-1.683,-2.281,-0.875,-0.663,-0.654,-1.49,-1.749,-1.361,1.039,,,
2035-01-01,-1.356,-2.238,-2.206,-2.548,-1.594,-2.723,-0.732,-0.521,-0.656,-1.522,-2.923,-1.257,0.914,,,
2040-01-01,-1.005,-2.263,-2.245,-2.646,-2.435,-2.811,-0.858,-0.584,-0.557,-1.884,-3.192,-1.317,0.569,,,
2045-01-01,-0.606,-2.102,-2.622,-3.053,-2.416,-3.039,-1.114,-0.168,-0.471,-2.082,-3.082,-1.642,0.283,,,
2050-01-01,0.388,-2.289,-3.252,-3.315,-2.344,-3.379,-0.733,-0.123,-1.019,-2.148,-2.65,-2.113,0.467,,,
