,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,-0.391,-0.032,0.197,0.15,-0.195,-0.146,0.279,0.267,-0.294,0.426,-1.077,-0.087,0.197,0.545,,
2010-01-01,0.143,-0.148,-0.278,-0.2,0.318,-0.112,-0.0,-0.342,-0.166,-0.097,-0.119,0.111,-0.287,-0.062,,
2015-01-01,0.248,0.18,0.081,0.05,-0.123,0.258,-0.279,0.074,0.46,-0.329,1.196,-0.024,0.09,-0.483,,
2020-01-01,0.184,-0.036,0.627,-0.152,-1.021,0.594,0.183,0.013,0.525,-0.528,0.645,-0.201,0.695,,,
2025-01-01,0.506,0.161,1.154,0.116,-1.468,0.774,0.547,-0.252,0.25,-0.298,-0.1,0.482,-0.197,,,
2030-01-01,-0.047,0.644,1.139,0.001,-1.269,0.754,0.274,0.256,0.175,-0.152,0.039,0.271,0.009,,,
2035-01-01,-0.356,-0.093,0.676,-0.582,-1.1,0.607,-0.119,0.768,0.343,-0.149,-0.025,0.036,0.786,,,
2040-01-01,-0.534,-0.291,0.88,-0.591,-0.992,0.009,-0.044,0.767,0.301,0.069,-0.025,0.799,0.992,,,
2045-01-01,-0.849,-0.05,0.714,-0.587,-1.468,-0.486,-0.412,0.523,0.311,-0.287,0.193,0.27,0.018,,,
2050-01-01,-0.805,-0.722,-0.141,-0.059,-1.85,-0.268,-1.596,0.491,0.515,-1.083,-0.196,-0.596,-0.095,,,
2055-01-01,-0.177,-1.043,-0.213,-0.084,-1.841,-0.289,-1.379,0.248,0.405,-0.791,0.18,-0.335,0.304,,,
