,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.667,0.666,0.026,0.67,0.449,1.214,0.927,-0.271,1.243,-0.503,1.297,0.469,-0.278,,-0.144,
1995-01-01,0.479,1.34,-0.106,0.261,-0.217,0.389,-0.33,-0.338,0.521,-0.885,0.802,-0.136,-0.661,,-0.644,
2000-01-01,0.184,0.514,-0.443,-0.439,-0.998,0.356,-0.363,0.009,0.32,-0.314,0.196,0.217,0.064,,-0.194,
2005-01-01,0.374,-0.149,0.542,-0.923,-0.968,0.037,0.159,0.393,-0.389,0.038,-0.338,0.294,-0.166,,0.726,
2010-01-01,-0.527,-1.047,0.422,-0.161,0.737,-0.748,-0.654,-0.016,-0.88,0.961,-1.218,-0.464,0.133,,0.256,
2015-01-01,-1.177,-1.326,-0.441,0.593,0.997,-1.248,0.262,0.224,-0.814,0.703,-0.738,-0.379,0.908,,,
2020-01-01,-1.401,-1.056,-0.394,-0.425,1.471,-1.597,0.289,0.005,-0.896,0.077,-1.4,-0.67,0.872,,,
2025-01-01,-1.1,-0.51,-1.203,-0.496,0.454,-1.938,0.32,-0.192,-0.901,0.292,-0.64,-0.425,1.459,,,
2030-01-01,-0.894,-0.449,-0.633,-1.43,-1.196,-2.454,0.332,0.406,-0.855,-0.231,0.373,0.117,2.191,,,
2035-01-01,-1.134,-0.444,-1.287,-1.981,-1.614,-2.329,0.146,0.751,-0.261,-0.06,-0.936,0.177,1.176,,,
2040-01-01,-0.847,-0.927,-1.489,-0.675,-1.806,-3.126,0.388,0.605,-0.239,0.764,0.103,-0.291,0.516,,,
2045-01-01,-2.347,-0.644,-1.164,-0.203,-1.978,-2.962,1.062,1.299,-0.412,0.74,0.008,0.126,0.978,,,
2050-01-01,-2.583,-0.988,-1.671,0.096,-1.195,-2.697,1.313,1.207,-0.794,1.646,-0.907,-0.099,0.068,,,
