,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-3.542,-1.581,0.26,1.9,-2.597,-1.561,-2.695,-1.939,-1.364,-0.926,-1.214,-2.513,0.287,,,-1.197
1995-01-01,-0.327,0.299,1.416,1.306,-0.062,-0.713,-1.318,-0.216,-1.724,0.452,-1.434,-2.201,-2.086,,,-0.628
2000-01-01,-0.101,0.014,-0.825,0.841,-0.377,-0.215,0.391,-0.281,-1.271,-1.465,-0.77,-0.006,-0.366,,,0.452
2005-01-01,0.304,1.268,-0.852,-1.603,-0.124,2.489,1.119,0.003,-0.679,-0.604,-0.614,0.31,-0.185,,,-0.896
2010-01-01,1.814,,,-0.418,0.893,,1.536,1.33,1.866,2.839,1.802,2.691,-0.2,,,2.27
2015-01-01,1.852,,,-2.025,2.268,,0.967,1.103,3.171,-0.296,2.23,1.719,2.55,,,
2020-01-01,2.74,,,-0.977,5.351,,0.279,3.742,2.693,2.825,2.924,3.087,4.823,,,
2025-01-01,3.603,,,1.172,6.95,,2.984,3.489,1.064,1.846,3.975,1.784,5.336,,,
2030-01-01,1.758,,,0.604,6.387,,4.557,4.741,-1.46,-0.393,3.283,-1.202,5.046,,,
2035-01-01,2.651,,,4.008,5.5,,4.175,6.658,-2.574,2.378,5.85,1.087,7.611,,,
2040-01-01,2.279,,,3.614,3.468,,3.731,2.093,-1.283,2.508,4.947,-1.105,6.949,,,
2045-01-01,5.817,,,1.843,3.749,,2.522,1.337,1.166,3.777,7.16,1.993,8.409,,,
2050-01-01,9.158,,,3.299,5.991,,2.594,0.758,1.556,3.231,9.024,0.912,10.864,,,
