,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,-0.619,-0.53,0.348,-0.306,-0.699,0.14,-1.281,-0.793,0.2,0.34,-2.075,-0.065,0.031,-0.221,,
2010-01-01,0.164,0.252,0.385,-0.046,0.165,0.074,0.167,-0.004,-0.152,-0.105,-0.339,0.294,-0.582,0.246,,
2015-01-01,0.455,0.277,-0.733,0.352,0.533,-0.214,1.113,0.797,-0.048,-0.236,2.414,-0.229,0.551,-0.026,,
2020-01-01,-0.129,0.489,-1.005,0.702,0.076,0.606,1.038,0.005,0.268,1.436,2.349,-0.889,2.31,,,
2025-01-01,-0.377,-0.587,-0.241,1.909,0.017,1.54,1.327,-0.588,1.195,2.828,1.298,-0.543,2.162,,,
2030-01-01,0.966,-0.452,0.33,1.516,0.673,0.78,2.164,-0.395,1.583,2.971,1.862,0.065,0.616,,,
2035-01-01,2.071,0.356,0.66,0.545,1.089,0.871,3.237,-0.613,1.628,2.211,2.147,0.794,0.548,,,
2040-01-01,1.642,0.913,1.026,0.781,2.137,2.032,3.337,-0.761,2.741,2.267,2.38,-0.172,1.329,,,
2045-01-01,0.947,1.602,0.853,0.881,1.073,2.078,3.352,0.127,1.816,2.517,1.871,-1.165,1.133,,,
2050-01-01,0.383,1.387,0.494,-0.073,-0.103,2.243,3.227,0.439,-0.286,1.964,1.2,-1.057,1.444,,,
2055-01-01,1.368,0.171,1.799,0.238,0.877,1.925,2.76,0.568,0.555,1.02,2.404,0.136,1.51,,,
