,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.613,-0.298,-0.408,-0.667,-0.492,-0.293,-0.081,-0.274,-0.252,-0.2,-0.397,-0.491,-0.623,,-0.176,
1995-01-01,-0.277,-0.148,-0.162,-0.453,-0.329,-0.161,-0.177,-0.098,-0.126,-0.213,-0.34,-0.284,-0.355,,-0.132,
2000-01-01,-0.022,0.125,0.111,-0.171,-0.085,0.099,-0.187,-0.003,-0.029,-0.093,-0.179,-0.013,-0.05,,-0.017,
2005-01-01,0.202,0.321,0.459,0.114,0.044,0.355,-0.037,0.096,0.069,-0.079,0.006,0.161,0.197,,-0.012,
2010-01-01,0.307,,,0.434,0.374,,0.137,0.093,0.142,0.15,0.296,0.219,0.359,,0.337,
2015-01-01,0.403,,,0.744,0.489,,0.345,0.187,0.195,0.436,0.614,0.406,0.471,,,
2020-01-01,0.538,,,1.126,0.687,,0.542,0.167,0.344,0.494,0.822,0.575,0.636,,,
2025-01-01,0.762,,,1.296,0.849,,0.657,0.39,0.655,0.707,1.061,0.823,0.921,,,
2030-01-01,1.035,,,1.582,0.895,,0.76,0.567,0.776,0.755,1.166,1.114,1.21,,,
2035-01-01,1.249,,,1.815,1.227,,0.962,0.718,1.084,0.758,1.301,1.302,1.483,,,
2040-01-01,1.308,,,1.919,1.285,,1.079,1.071,1.181,1.17,1.47,1.438,1.517,,,
2045-01-01,1.39,,,2.114,1.505,,1.362,1.203,1.189,1.422,1.591,1.626,1.773,,,
2050-01-01,1.48,,,2.264,1.527,,1.67,1.372,1.316,1.67,1.831,1.816,1.978,,,
