,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.259,-2.098,2.505,1.506,-2.089,-1.139,-1.902,0.024,1.587,1.227,-0.248,-2.253,1.801,,,
1995-01-01,0.715,-2.545,2.468,0.028,0.66,0.487,0.318,0.461,-0.813,-0.23,-1.962,-3.485,0.794,,,
2000-01-01,-0.587,-0.995,-1.634,1.885,1.003,-0.771,1.42,2.953,0.857,-2.698,-1.032,-1.549,0.958,,,
2005-01-01,-0.891,1.036,-1.973,-1.494,-1.521,-1.693,0.215,1.486,-0.754,0.303,0.928,-0.815,0.446,,,
2010-01-01,0.345,2.396,-1.641,-2.258,1.318,2.098,1.725,-1.749,-0.648,-0.816,0.62,3.512,-2.452,,,
2015-01-01,0.158,2.206,0.274,0.333,0.63,1.018,-1.775,-3.175,-0.228,2.214,1.693,4.59,-1.547,,,
2020-01-01,-1.419,2.697,1.93,0.452,0.989,4.807,-2.452,-4.402,-1.628,3.035,3.063,5.383,-1.005,,,
2025-01-01,-3.109,1.492,1.297,2.126,3.068,3.797,-2.908,-3.104,-2.673,0.297,3.049,4.737,1.594,,,
2030-01-01,-4.353,2.165,1.905,4.207,1.661,3.893,-4.72,-2.301,-4.339,0.671,5.633,0.372,2.184,,,
2035-01-01,-2.508,2.574,2.559,2.553,-0.041,4.314,-6.003,-3.606,-5.77,-0.597,5.599,1.925,4.527,,,
2040-01-01,-0.349,0.586,5.086,2.539,2.095,4.325,-7.372,-6.175,-5.498,1.832,6.112,4.14,7.412,,,
2045-01-01,4.002,0.056,4.957,4.666,2.043,3.448,-6.412,-8.633,-4.942,3.604,8.525,7.703,6.072,,,
2050-01-01,4.654,1.004,3.755,5.173,3.405,1.485,-7.515,-8.753,-1.989,7.007,7.861,8.163,6.899,,,
