,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.774,0.374,0.296,1.57,0.049,0.42,-0.724,-0.32,0.942,0.4,-0.096,1.563,0.508,,0.886,
1995-01-01,0.254,0.668,0.38,1.369,0.304,0.227,0.072,-0.418,0.901,0.281,-0.158,0.017,0.645,,0.33,
2000-01-01,-0.459,0.652,0.022,0.159,-0.288,0.239,0.352,-0.014,0.196,0.478,-0.207,-0.103,0.469,,-0.19,
2005-01-01,0.46,-0.114,-0.413,-0.388,-0.252,0.403,0.513,-0.086,-0.082,0.422,0.278,-0.229,-0.188,,-0.468,
2010-01-01,-0.329,-0.858,-0.334,-1.27,0.119,-0.519,0.573,0.209,-0.654,-0.542,0.118,-0.472,-0.619,,-0.558,
2015-01-01,-0.699,-0.722,0.049,-1.439,0.068,-0.771,-0.786,0.629,-1.303,-1.04,0.065,-0.776,-0.814,,,
2020-01-01,-1.631,-0.707,0.73,-1.897,0.82,-0.556,-0.719,-0.258,-0.972,-0.966,-0.462,-0.567,-0.443,,,
2025-01-01,-2.544,-0.665,1.494,-1.436,0.943,-0.784,-1.056,-0.24,-1.499,-1.364,-0.233,-1.38,-0.26,,,
2030-01-01,-2.548,-0.334,1.994,-1.508,0.918,-0.575,-2.375,-0.771,-0.957,-0.812,-0.236,-2.137,-0.6,,,
2035-01-01,-2.25,-0.974,1.811,-2.037,1.029,-0.367,-1.913,-0.423,-0.724,-0.747,-0.719,-1.353,-0.39,,,
2040-01-01,-2.322,-1.69,1.974,-2.297,0.195,-0.192,-2.487,-1.026,-1.551,-0.751,-0.557,-2.254,-1.028,,,
2045-01-01,-2.534,-1.25,1.776,-2.2,-0.163,-0.209,-2.849,-0.395,-1.266,-0.585,-1.19,-1.708,-1.414,,,
2050-01-01,-1.636,-2.152,1.379,-1.936,0.186,-0.462,-2.659,-0.597,-1.577,-0.341,-1.241,-2.23,-1.406,,,
