,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,2.847,3.828,3.674,3.753,3.623,2.651,4.919,2.096,3.166,4.627,5.686,,3.932,
1990-01-01,,,1.931,3.828,4.041,6.77,3.623,2.651,4.171,2.096,3.166,6.231,5.121,,2.894,
1995-01-01,,,1.931,6.971,4.353,4.729,4.166,3.524,4.171,5.896,4.78,5.739,2.277,,2.894,
2000-01-01,,,6.907,4.589,4.353,4.086,4.166,4.255,3.612,5.896,4.78,3.685,2.277,,5.661,
2005-01-01,,,6.532,4.589,4.584,4.086,5.087,6.907,3.612,7.219,5.748,3.685,5.803,,6.273,
2010-01-01,,,6.41,4.582,5.981,5.855,5.087,6.958,6.783,4.883,5.664,3.827,5.902,,5.657,
2015-01-01,,,6.41,4.582,5.981,3.689,7.216,6.022,5.7,4.883,5.664,5.174,5.902,,5.657,
2020-01-01,5.282,5.683,6.851,8.834,6.079,3.689,3.379,6.022,5.7,6.853,5.782,6.291,7.254,,,
2025-01-01,5.282,5.148,6.084,8.834,3.386,5.194,3.379,6.323,8.755,6.736,5.433,5.925,7.627,,,
2030-01-01,5.996,5.148,3.873,6.77,3.386,5.194,5.845,6.323,8.471,5.845,5.433,5.925,7.627,,,
2035-01-01,5.996,5.411,3.873,6.77,4.69,6.449,5.845,6.221,6.247,4.68,5.377,7.717,6.956,,,
2040-01-01,6.944,6.737,3.668,9.913,6.159,7.575,8.831,6.221,6.247,4.68,1.986,6.175,5.854,,,
2045-01-01,6.961,6.737,3.668,9.913,6.159,8.993,9.359,6.888,6.54,4.978,1.986,6.175,5.854,,,
2050-01-01,7.786,6.993,6.606,8.668,5.217,8.164,8.01,7.331,8.0,4.978,4.467,5.385,8.741,,,
2055-01-01,6.253,8.642,6.606,8.668,5.217,8.164,8.01,7.331,8.0,6.988,5.413,5.385,8.401,,,
