,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.95,-0.491,-0.411,-1.056,-0.405,-0.407,-0.319,-0.373,-0.499,-0.401,-0.685,-1.064,-0.76,,-0.225,
1995-01-01,-0.475,-0.299,-0.195,-0.599,-0.52,-0.25,-0.28,-0.034,-0.537,-0.349,-0.49,-0.499,-0.457,,-0.124,
2000-01-01,-0.04,0.173,0.153,-0.29,-0.197,0.195,-0.067,0.008,-0.115,-0.223,-0.159,-0.001,-0.077,,-0.019,
2005-01-01,0.288,0.617,0.453,0.279,0.057,0.462,-0.006,0.229,0.17,-0.012,0.131,0.259,0.153,,0.104,
2010-01-01,0.478,,,0.52,0.391,,0.235,0.152,0.455,0.313,0.462,0.651,0.441,,0.263,
2015-01-01,0.7,,,1.146,0.674,,0.436,0.017,0.525,0.672,0.741,0.654,0.701,,,
2020-01-01,0.893,,,1.65,0.956,,0.577,0.29,0.6,0.738,0.996,0.651,0.728,,,
2025-01-01,1.345,,,1.812,0.998,,0.664,0.52,1.065,1.102,1.219,0.922,1.298,,,
2030-01-01,2.004,,,2.201,1.071,,0.75,0.666,1.161,1.173,1.301,1.088,1.706,,,
2035-01-01,2.011,,,2.293,1.556,,0.979,0.905,1.774,1.362,1.493,1.295,1.993,,,
2040-01-01,2.304,,,2.699,1.655,,1.288,1.119,2.244,1.662,1.678,1.676,2.549,,,
2045-01-01,2.538,,,3.114,2.003,,1.539,1.224,2.189,1.966,1.935,1.983,2.797,,,
2050-01-01,2.673,,,3.395,1.995,,1.978,1.746,2.566,2.253,2.2,2.338,3.026,,,
